,index,tweet,injury_report
7218,7671,Brandon Crawford just hit a HR at Dodger Stadium to centerfield 444 feet. 😯,0
7219,603,One pitch. Inning over.,0
7220,2705,"Another errant throw by a #Rays infielder, this time Lowe. And what should have been an easy double play is a scoring opportunity for #Indians",0
7221,10992,The special Father’s Day caps that will be worn on Sunday  https://t.co/TBre1jSpHn,0
7222,15009,Synchronised marking #TheOpen  https://t.co/ALI9BrYzVv,0
7223,3419,WALK IT OFF FREDDIE!  #ForTheA  https://t.co/vOBeDrgjIa,0
7224,14846,The @SeattleKraken Expansion Draft is 6 days away! 👀 Tune in at 8pm ET / 5pm PT on Sportsnet.,0
7225,15835,Eduardo Escobar grimaced and pulled up as he was running to first base in the sixth inning. He leaves the game and Rowdy Tellez takes over at first base.,1
7226,15019,#TheOpen is back 💥 Feels like Christmas...  https://t.co/E4UcB6Q9xo,0
7227,1370,"The Padres say Fernando Tatis Jr. is feeling better today and team trainers are ""encouraged."" He remains day to day.",1
7228,4829,Big series in CIN for Kris Bryant so far. He's 5-for-8 with a HR,0
7229,6405,"Brewers just beat the Pirates.  Cubs 7 games out of first, pending this Cincinnati final.",0
7230,9377,Approximate re-start time: 8:10 p.m. EST (5:10 in San Diego),0
7231,2498,@smpoesounds Where have they hinted that? I did ask him and he said he didn’t know.,0
7232,10038,"@_21012_____ Agreed, he's been good to very good at times, and a below-average hitter at other times. Not a given that he'll be back, especially if he doesn't pick it up second half.",0
7233,10856,Nope. Grounds crew backed off and White Sox are ready for BP  https://t.co/uDAUeduZ9P,0
7234,9391,A round of applause here for the grounds crew heading out for the tarp.,0
7235,2826,"@xwOBAc0n WOW, Mason. It has been an extremely long week. I have thought it was tomorrow, like, all day today.",0
7236,9203,"Could have taken the walk, but what's the fun in that?  #CarryTheFreight // #TogetherRoyal  https://t.co/hSvmT6ycOH",0
7237,9191,This energy.  https://t.co/xoacM8R0O6,0
7238,4438,Six scoreless tonight for Vince Velasquez. His ERA is 4.29.,0
7239,4546,Our #Rays blog is updated with lineups for both teams:  https://t.co/jUlbIlMGie,0
7240,14924,Joel Sherman of the New York Post says the Yankees are interested in Texas Rangers left-handed hitting All Star outfielder Joey Gallo as the trade deadline approaches  How you guys feeling about that?,0
7241,12018,@TompkinsNC My pleasure. Thanks for reading it.,0
7242,7802,Dan Winkler warming up.,0
7243,8637,"Hyun Jin Ryu is only missing by a bit, but when you throw 89-91 mph, a bit is a lot. #BlueJays",0
7244,7216,"Gary Sanchez heating up, lifts Yankees over Blue Jays with pinch-hit home run  https://t.co/IssHwL99VH via @northjersey",0
7245,5559,@SEMPERFi0770  https://t.co/ep3oKDIbqi,0
7246,10338,Tarp = unfurled,0
7247,3921,"Yup, and with deGrom scheduled to pitch, they are going to play this if it takes until dawn.",0
7248,7412,"I'm curious to see if there are a lot of people doing a historic trifecta today, coming to the Trop for the doubleheader between #Rays and #Indians, then heading to Amalie Arena to hopefully see the #TBLightning hoist the #StanleyCup",0
7249,1451,Josh Harrison seems to be 100 percent sure that he was safe at second on that steal attempt. Umps are reviewing. Harrison seems to have a point.,0
7250,7197,"Yankees lineup tonight at Fenway vs. Eovaldi... 1. LeMahieu, 2B 2. Judge, RF 3. Sanchez, C 4. Stanton, DH 5. Voit, 1B 6. Urshela, 3B 7. Torres, SS 8. Andujar, LF 9. Gardner, CF SP: Montgomery, LHP",0
7251,989,"This week’s 3 up, 3 down, taking a look at some peaks and valleys recently with the rotation and a few outfielders with a chance to show they can stick in the majors again.   https://t.co/5EGUQTNum3",0
7252,9852,Don Mattingly will be back in 2022. More on yesterday’s big news and what it means for the #Marlins.  https://t.co/mj8floXtkf,0
7253,6176,"Pregame roster move: Nationals have reinstated Daniel Hudson and optioned Andres Machado to AAA. Bullpen has gotten Kyle Finnegan and Hudson back in the last two days, a big lift.",0
7254,14638,"Following positive COVID-19 tests within the New York Yankees organization, tonight’s game between the Yankees and #RedSox at Yankee Stadium has been postponed to allow for continued testing and contact tracing.  MLB will continue to provide scheduling updates as available.",1
7255,15201,The Coles keep it cool 😎  https://t.co/qvfpyywYDQ,0
7256,12265,Vesia is the 8th different relief pitcher the Dodgers have added to the roster in 8 days,0
7257,13188,"""We go into Phoenix with a little bit of confidence, with a little bit of momentum.""  🎙 Khris Middleton &amp; Pat Connaughton  #NBAFinals | #FearTheDeer  https://t.co/1NqnHA1uF0",0
7258,2866,What a roller coaster that play was. Nate Lowe hit a grounder to second with two outs  Then Shed Long Jr. made a bad throw so Lowe was safe  Then Charlie Culberson got thrown out trying to score on the play,0
7259,8601,BREAKING: #Marlins' GM Kim Ng announced on the @BallySportsFL broadcast that manager Don Mattingly's mutual option for the 2022 season has been picked up.,0
7260,10336,John Nogowski sees your pitch and has decided to hit it. Three hits today through 7.,0
7261,10910,@jscottbriggs They aren’t focused on wins in general (it’s about development) but they do want to win. Not sure about that exact situation ... seems like maybe they were avoiding the lefty?,0
7262,7477,"@Chris_Roat busy doing Buster stuff so obv not watching and just deleted, i give up",0
7263,2083,@Orioles I get it!,0
7264,9331,"@MelnykMustGo @SavageDipoto To me, getting those guys aren't the issue. It's not having Quad A guys with some MLB starting experience in Tacoma is the bigger issue. They had to sign Santiago a day before the season.",0
7265,6612,John Nogowski pitched a scoreless top of the ninth and then led off the bottom of the ninth with his fourth hit of the day for the Pirates.  I have to check with @dgoold but that seems to be genuine-if-atypical #ASOH territory.,0
7266,3909,"Tyler Alexander is warming after Casey Mize's third inning. This is part of AJ Hinch's plan. No injury.  The Tigers are keeping Mize to two or three innings over his next couple starts. Inning restrictions.  Final line for Mize: 3 IP, 4 H, 2 ER, 1 BB, 4 K. 56 pitches.",0
7267,6023,"Final: Phillies 13, Cubs 3.  https://t.co/Mj3pUa7tJm",0
7268,4339,Ramon Urias singles in the 4th. Has a hit in 13 of his last 14 games. Is 17-for-40 during that stretch #orioles,0
7269,10423,"Pitch five: 1B, RBI",0
7270,5010,Well. The Sox keep their lead because Rodón went bonkers and blew away two straight Twins hitters. His back-to-back strikeouts strand a pair and stops a Twins rally dead in its tracks.  Some All-Star stuff right there. And he was freakin' jacked about it.,0
7271,11597,"@usetheNTM @AidanWi71996918 @MightBTroubleFF @AdamKoffler @nalexko Christian McCaffrey is elite. Derrick Henry is elite. Alvin Kamara is borderline elite.   People’s definition of elite varies, I get that. But if you’re not top-5, you’re not elite.",0
7272,8400,"When asked if the Mets think there is window to play tonight, Luis Rojas said: ""It doesn't look good."" They are working with MLB to get a better sense of a possible postponement.",0
7273,2066,"Also, though it would be rare for Yan Gomes to catch an 11:05 a.m. game after catching a game the previous night that ended at 12:22 a.m., he was struck by a pitch on his right arm during the game. So he might not be available off the bench today, either.",1
7274,10618,deGrom’s off game: 12 strikeouts through 5 innings on 68 pitches (54 strikes),0
7275,1035,@Kat_Terrell It’s the best.,0
7276,13449,"James Click: ""There are some situations like this team that, I would say, has a pretty good chance to compete for a World Series title where the present may drive you to focus on that possibility a little bit more than some organizations.” -  https://t.co/F0N0cMvm8n",0
7277,411,"Here's what a visibly frustrated Matt Carpenter had to say after today's loss:  ""It's just hard to go through this. We don't have a ton of answers, but it's not from a lack of talent or care. ... We have to kind a way to keep pushing and get on the other side of this.""",0
7278,10213,Nationals lineup for Max Scherzer vs. Yu Darvish:  Alcides Escobar 2B Trea Turner SS  Juan Soto RF Josh Bell 1B  Starlin Castro 3B Yan Gomes C  Josh Harrison LF Victor Robles CF  Max Scherzer P,0
7279,9859,@MontalbanReal I feel the same way. Even last season they fraternized pretty frequently with other players before games and on the bases.,0
7280,8717,Brandon Hyde said Dillon Tate will go an inning or 2 and probably bring in Keegan Akin afterward. Trying to shorten the game a little for Akin #orioles,0
7281,4022,"@DFluckesFans You dropped this, king. 👑",0
7282,9187,(Hint: The answer is no)  https://t.co/UaaUitLF6s,0
7283,9705,They're 26-16 at home,0
7284,15746,Tanner Scott threw a bullpen session today and nearing a return. Hunter Harvey in Florida and joining Complex League team. Hyde said again hoping for return in Aug 12-16 range. #orioles,1
7285,3795,LeMahieu blows it open in the first with a bases-clearing double that makes it 7-2 Yankees. LeMahieu now 18 for his last 50,0
7286,12901,Taylor Ward is 1-of-15 with 8 strikeouts since he returned from the jammed finger.,1
7287,9304,@TheSwanMan72 @CozakDaryn By the stadium or just in general?,0
7288,10079,Donaldson is also taking BP now. Rocco said he could be starting either today or tomorrow depending on how he comes out of this workout.,0
7289,9082,"Holiday sweeping... #ATOBTTR!   FINAL: Reds 3, Cubs 2!   Celebrate at your neighborhood @Skyline_Chili!  https://t.co/AuiuQJQyT2",0
7290,15163,"For the second time this season, the Yankees have multiple COVID-19 cases:  https://t.co/RovdhsRZyC",1
7291,6109,"Robert Stock is the 14th different starting pitcher the Mets have used this season, which is the most in MLB.",0
7292,15120,"Brian Stuard (Jackson/Oakland) is atop the leaderboard at the Barbasol Championship, at 8 under.  Looking for his second PGA Tour victory.",0
7293,8960,"Dudes, couple good baseball games these past two nights at Coors Field. Rox and Cards tied at 3 now in the ninth. Let's get ripped...",0
7294,2668,"@Freyer_B Tuesday tickets will not be honored,  Wednesday tickets only.  Fans who bought tickets for Tuesday will have accounts credited.",0
7295,1425,"The Padres have looked as impressive as any team, but there are at least 108 games left and some noticeable cracks. Here is one: San Diego is leading the majors in bullpen innings and on pace to shatter the franchise record:  https://t.co/6fXmOLJpVN",0
7296,3855,"As the #Tigers trend up with a 29-22 record since May 8, young players foreshadow future success  ""We're not near October and where we need to be to get there,"" manager AJ Hinch said, ""but we are taking steps in that direction.""  https://t.co/UhM7aAjBXK",0
7297,14237,First career Double-A hit in the books. 📚  @baty_brett | @RumblePoniesBB  https://t.co/NVeFsDRxWr,0
7298,6671,Max Fried is hitting for the Braves with the bases loaded and two outs in the 10th inning of a tied baseball game.,0
7299,9149,"There's a lot to unpack here, but to make a long story short we lead 2-0.  #TogetherRoyal  https://t.co/F39F50seor",0
7300,9862,"It’s a small thing, but I’m interested to learn why Tucker Barnhart is starting over Tyler Stephenson against a left-handed pitcher.",0
7301,12805,"Paul DeJong has homers in both games of this series, the #stlcards have three homers in this inning, and tomorrow is a cheap drinks day.",0
7302,9173,Look who stopped by!  #TogetherRoyal  https://t.co/gz0uomylht,0
7303,1872,Thank you! Always so much fun to hop on the radio show I listened to as a kid. It’s very surreal.,0
7304,5040,Sox on top.  https://t.co/vh174n5qfO,0
7305,13212,Spent all night thinking about this. #FearTheDeer  https://t.co/InIe4jMWrk,0
7306,8599,"""We just want to see more innings from him. Obviously, he just got healthy, and we want him to do it for a good amount of time, just to make sure that he's ready. When we bring him up, we'd like to make sure that he is ready to go and he stays up here."" - Kim Ng on Edward Cabrera",0
7307,8207,@JerryBeach73 Pendleton as the ‘91 NL MVP. Man.,0
7308,11349,Looks like perfect beach reading to me! Doubles as a shade for two people.,0
7309,13376,Cashman said most but not all of the six players have been vaccinated.,0
7310,15463,"Easy. Instead of asking for 3 high ones for all three, you ask for 2 high ones total and 5 mid-level guys. I scouted arond to see what's there, and these are mid-level guys, but they have good quality.",0
7311,7280,Andrew Heaney allowed 10 total runs through the first two innings of his last two starts (5 runs in each). He hasn't allowed any hits in the first three innings today.,0
7312,15768,"Oklahoma City Thunder’s Jeremiah Robinson-Earl — the No. 32 pick in the 2021 NBA draft — has agreed to a four-year, $8 million rookie deal, sources tell @TheAthletic @Stadium.",0
7313,402,"No O'Neill, no DeJong vs. #SFGiants All-Star Kevin Gausman   1. Carlson 7 2. Goldschmidt 3 3. Arenado 5 4. Molina 2 5. Edman 9 6. Carpenter 4 7. Bader 8 8. Sosa 6 9. Kim 1  #STLCards",0
7314,12379,"#Brewers let a scoring opportunity slip away in the fifth against Miley. Had two on with one out and after Lauer bunted the runners up, Urias flied out to right. Reds still lead 1-0.",0
7315,8864,"Most intentional walks from the Orioles during Brandon Hyde's tenure: 1. Shohei Ohtani - 3, including 2 tonight 2. Gleyber Torres, Randal Grichuk, 13 other dudes - 1 3. Literally everyone else - 0",0
7316,11695,FLETCHHHHHHH!  https://t.co/P4GUkx7MYG,0
7317,4779,Imagine counting us out of a game.  Couldn’t be us.  https://t.co/8SGYDQ1hCm,0
7318,730,Fernando Tatis Jr. is back on top of the National League homers and steals leaderboards. What a player.,0
7319,4544,@zquill26 @AndrewFreed33 @RaysRadio @953WDAE @davewills34 Actually were there last year (no fans but were there last season),0
7320,617,"Padres trying to finish third sweep in past four series, second against Reds:  Grisham CF Tatis Jr. SS Cronenworth 2B Machado 3B Hosmer 1B Myers RF Profar LF Rivas C Weathers P",0
7321,6319,"That’s the sixth time Justin Turner has been hit by a pitch this season, which just cracks the Dodgers’ top five this year.",0
7322,11564,Belt right knee injury. Will get a scan tomorrow. #SFGiants,1
7323,12418,"Ohtani's walk rates this year  Before Trout injury on May 17: 4.9% From May 18 to now: 16.8%  He's been getting pitched around, and still...",0
7324,1620,"The #Brewers radio gang is back on the road! Congrats, guys. And, c'mon, the only way you knew you were actually in Pittsburgh was the rain!",0
7325,1756,"That was Richards’ first changeup tonight. He said this week that while he’s been working on that change and slow curve, the biggest challenge is having the confidence to throw them in a game. He was pretty candid and interesting in discussing all this.  https://t.co/0oyB09ycVB",0
7326,12787,"Joe Maddon on letting Patrick Sandoval go seven innings: ""It was really important to stretch him mentally, even more so than physically.""",0
7327,12974,@LesBowen  https://t.co/uZrTRQFlyW,0
7328,6202,"Not to be overly provincial but the official scoring in NY is generally very good and there are other cities where it's solid to very good. But there's no question there's far too many plays, like the aforementioned before it was changed, that seem a joke when initially called",0
7329,3303,"“It was so cool to see the fans chanting his name, and then he comes in and spikes the rosin and everybody goes nuts.""  Might fans one day do the same for Turk Wendell's son, Wyatt? Next week's draft is the next step:   https://t.co/E5yp6bqtMQ",0
7330,6039,RBI No. 50 for @javy23baez!  #CubTogether  https://t.co/Cheef99KRh,0
7331,8287,Wow Aguilar walked it off. 3-Run Home Run. Marlins win 9-6. Wild ride over the past week.,0
7332,9896,"Horrible weather day in Boston but looks like it's going to clear up in a major way before first pitch at 7:10 p.m.  As of now, Sox-Phillies is on -- and there's an expectation that they will play.",0
7333,6406,Tommy Nance optioned to minors; Kohl Stewart recalled from Iowa.,0
7334,15031,Will @cp3 heat up for the Suns in Game 5? 🥶🤔  https://t.co/4AUZnxqnVg,0
7335,6695,"Would have been a HR in 10 ballparks, per Statcast.",0
7336,4171,"@C70 Nah, I think that guy did the paisley collection. Regrettably the Cardinals didn’t make the cut there.",0
7337,3916,Split doubleheader tomorrow between #Brewers and Mets is the word. I believe 1 pm CDT and 6 pm CDT but still waiting official word.,0
7338,1205,"Whitlock is on a strict plan, went 2 innings yesterday  Barnes had pitched 4 of the last 5 games",0
7339,2332,"@CaptainTrips86 @ThatShaneBua They can extend it after this is done or suspend him, this is first step by CBA rules",0
7340,424,@justdelossantos The real celebration is tomorrow. See ya soon fam.,0
7341,13433,Start the second half fresh with new Cardinals gear from @NewEraCap!  Now available at the New Era shop at Ballpark Village and online:  https://t.co/cnjh17rRlQ  https://t.co/bGhLADWkzJ,0
7342,8506,Greene and Torkelson will play in the Futures Game...,0
7343,5787,José Urquidy said he will not start throwing again for at least two weeks or 10 days.,1
7344,12286,"Last year, with expanded rosters, the Dodgers used 15 relief pitchers during the entire 60-game season.  LA used 13 relief pitchers over the last 7 days",0
7345,9055,You're looking at a guy with a 2.00 ERA over his last 7 starts❗️  https://t.co/pEFzV8uuQ7,0
7346,8117,"For the second time in three weeks, Shohei Ohtani is the AL player of the week.",0
7347,11844,@Matt_Dardano Hitting isn’t good. Every team has their moments. They keep saying THIS is the team when they score a few. It’s inaccurate. Great pitching keeps em in most games. That’s all.,0
7348,3010,"Nor will he be throwing a shutout. Leadoff ground-rule double followed by a two-run homer. A couple well-struck balls to start the bottom of the second, and the Sox are in a 2-0 hole.",0
7349,7850,Judge bomb. 💣  https://t.co/tiI7ASVqV7,0
7350,15704,"Used this as somewhat of a tracking poll. Not surprisingly, Braves are trending quite positivity.  https://t.co/CZBDOUkRbq",0
7351,5164,This is the quietest game I can remember watching in a long time.,0
7352,12107,#ITFDB presented by @UCLAHealth.  https://t.co/ha0C3em1uL,0
7353,5415,📍 Houston  ⚾: 5:10pm PT vs. Astros 📺: NBCSCA 📻: Bloomberg 960 AM 🎧:  https://t.co/M834H8aCde 📲:  https://t.co/sssl73rFGn Starting pitcher: Bassitt  #RiseAndGrind x @Chevron  https://t.co/y5zsCvGvCj,0
7354,2908,A great Sunday Kids Day at the ballpark!  Look who showed up to surprise kids with an autograph session. 👀  https://t.co/0nLLJp3N4O,0
7355,5413,THAT'S OUR ALL-STAR  https://t.co/kkQzciJSrC,0
7356,15365,.@gzeromedia newsletter readers know the answer (sign up to stay informed)   https://t.co/r8EtiaxTQW,0
7357,6348,"Arrieta (cont.) ""...This is a tough stretch for us as a team, for me individually. And I understand the question, and I expect it. But whatever has to be done will be done. There’s no question in my mind.” -30-",0
7358,3366,"I'd imagine Luis Rengifo will be the last batter for Nathan Eovaldi. His next pitch will be his 100th, and I can't see him facing David Fletcher (3-for-3) for a fourth time. #RedSox",0
7359,11929,The Mariners have completed the Jake Bauers trade with Cleveland by sending right-hander Damon Casetta-Stubbs as the player to be named later.,0
7360,287,@StephenDeLoach9 lol,0
7361,567,"Girardi then came marching out of the Phillies dugout screaming, “Let’s go!!” Essentially telling Max and the Nats to come get him.",0
7362,5983,"Jake Bauers or ... Rake Bauers? (Sorry, I'll show myself out). Regardless, the Mariners like what they've seen from him in a short look.  https://t.co/EkTnLoCBwc",0
7363,14280,Honoring the great Hank Aaron.  @Nike | #MLBTonight | @nikediamond  https://t.co/0pPZJx2ZtD,0
7364,10170,"@hgnorris Thanks, Heather!",0
7365,7086,"The #Rays Brett Phillips with a HR off the glass of the Ray Tank  No one was harmed, and it's 8-1.",0
7366,11950,Scott Servais said that he texted AL All-Star manager Kevin Cash this morning to lobby for J.P. Crawford to take a spot vacated by Jose Altuve and Carlos Correa.  He also added that the final say doesn't rest with Cash.,0
7367,9283,"@GargonzoTim Yeah, sort of sorry about it, there isn't much for context or clarity on this form of social media.   And sometimes the lack of humanity and civility wears on me. Particular when it comes to injuries or effort.",0
7368,4707,Red Sox up 2-0 in the fifth but A’s corner infielders are putting on a show.  https://t.co/Z3WpFNXwt4,0
7369,4688,"Schwindel double scores Chapman from first, makes it 3-2 in the sixth. Garrett Richards is out of the game.",0
7370,10382,"David Ross says Kris Bryant (hamstring) is still ‘achy’ so he’s out of the lineup. As of now, Ross doesn’t think he would miss the all star game. Separately (sort of), Ross says he hasn’t been given any marching orders to protect players ahead of the trade deadline.",1
7371,4141,"Yasmani Grandal out 4-6 weeks with a torn tendon in his left knee, per the team.",1
7372,6669,"Meanwhile, All-Star reserves and pitchers are about to be announced on ESPN.",0
7373,9773,2-run 9th inning lead: Good  3-run 9th inning lead: Bader  https://t.co/PnacYRtWwD,0
7374,741,@LeCasualFan Not for me. Not for most people. But live and let live.,0
7375,11028,@DeeDeeH5 Like what you did there. We're still planning to play. #FenwayWeather will have any updates.,0
7376,8961,With Daniel Bard and Tyler Kinley off the board (three appearances each in the past four games) the Rockies are going with Jhoulys Chacin and Justin Lawrence in the high-leverage eighth and ninth. Boogity. Rox up 3-2 on the Cards...,0
7377,6631,The #Marlins are 3-2 against the Dodgers this season.,0
7378,10190,@dcuniverse Could have just gone with clown sh*t,0
7379,8682,The #BlueJays add a big bat to the lineup tonight in Ross Stripling:  https://t.co/Lap1vjr4CY,0
7380,15780,"#MNTwins Roster Moves: RHP Vincent contract selected, Burrows optioned to Triple-A, Kirilloff transferred to 60-day IL.  https://t.co/MTeH1F3Dzw",1
7381,12870,The #Padres placed RHP Yu Darvish on the 10-day IL today with left hip inflammation (retro to 7/9) and recalled RHP Nabil Crismatt from Triple-A El Paso.,1
7382,8017,@DaktmacfanCards A night off,0
7383,12005,"Logan Gilbert on the 1st inning: ""It was crazy. It was the most people I've probably ever thrown in front of ... You could really just feel the atmosphere, all that stuff. It was really special being out there.""  The adrenaline was high, and he was pumping fastballs exclusively:  https://t.co/7ZLCvXVOom",0
7384,13569,All-Star smile. 🤩  #AllStarGame  https://t.co/OL8F83rd9N,0
7385,7237,"Just as Yankees start building offensive momentum, Giancarlo Stanton is back on the bench  https://t.co/8sbSOrjeIa via @northjersey",0
7386,11125,"Talking Vidal Brujan, and if the #Rays can extend their four-game winning winning streak tonight against the #BlueJays with @RonnieNTL and @TKras next on @953WDAE    https://t.co/JBuVtkG0JL",0
7387,8167,"After his first MLB appearance, the Orioles designated knuckleballer Mickey Jannis for assignment.",0
7388,15277,"Yuli Gurriel did his postgame Zoom with ""SOS Cuba"" written on his cap. He said the country is ""really suffering"" but the Astros' large Cuban contingent is ""supporting them 120 percent from where we are.""",0
7389,12450,Really?,0
7390,14822,Liam Hendriks having some fun with the hot mic on Instagram 😂  (via hendriks_31)  https://t.co/iBOgRst502,0
7391,13136,Remarkable First Half For Jose Altuve   https://t.co/ELKRlgZJE5,0
7392,5298,"And now, due to overwhelming demand (exactly one of you asked for this), I will give you Tag's Tidbits, temporarily renamed Foot's notes:  The Astros are batting .303 with 25 homers and 98 runs in their last 15 games (sources tell me this is good).",0
7393,7638,"Dave Roberts said Josiah Gray is not an option in the near future to help rotation,  Gray continues to progress during his rehab of right shoulder impingement. #Dodgers",1
7394,15789,Judge in the clutch.  https://t.co/YQMrHbLptI,0
7395,10750,The celebration starts this Saturday:  https://t.co/eoKnouJEoj  https://t.co/lCLvZNdMPT,0
7396,4759,LHP Ryan Sherriff is recalled from AAA to take Margot's spot on #Rays active roster. INF/OF Vidal Brujan called up as the 27th man for both games of DH vs. #Indians. More moves are coming today.,0
7397,132,Dominic Smith puts the Mets on the board first this Independence Day. He skies a solo shot to right field off Gerrit Cole.  Mets take an early 1-0 lead over the Yankees in the first inning.,0
7398,6556,"Red Sox at Angels: Hernández CF, Verdugo LF, Martinez DH, Bogaerts SS, Devers 3B, Renfroe RF, Arroyo 2B, Vázquez C, Dalbec 1B, Rodriguez P",0
7399,13960,"#Yankees have multiple positive COVID results. For now, just tonight’s game against the #RedSox is postponed.",1
7400,12627,The Phillies have brought righty JD Hammer back to the majors. Odúbel Herrera is going on the IL with left ankle tendinitis.,1
7401,5106,7 in the first frame 🔥  https://t.co/s27EDRT6V0,0
7402,4245,lol #wholesomecontent,0
7403,5528,Alex Cora is next up on Zoom. #RedSox,0
7404,5572,Darren O’Day crumpled to the ground during pregame workouts yesterday with a hamstring injury that Aaron Boone said is “significant.”,1
7405,14736,Round of applause for Josh Taylor  https://t.co/MpClEGKDv2,0
7406,3596,"(1/2) Prior to today's game vs. Seattle, the Tigers made the following roster moves:  * Placed OF Derek Hill on the 10-day injured list with a right shoulder sprain. * Placed LHP Derek Holland on the 10-day injured list with left shoulder inflammation.",1
7407,306,@doug_scherer @hankj25 I can’t argue with this point,0
7408,1443,"Nationals beat the Padres, 7-5, for a strong start to their week on the west coast. Offense and bullpen came up big to cover for Jon Lester.",0
7409,3263,IGGGGGYYYYYY!  https://t.co/M3rIIax1Zs,0
7410,15518,"Update:  change diapers, check prices, stay humble #pleb #dadlife",0
7411,598,Nat’s get Starlin Castro back from the restricted list and Austin Voth back from the IL.   Andrew Stevenson lands on the IL with an oblique strain and Ryne Harper has been optioned.,1
7412,8691,Ryu got back to Ryu and the #BlueJays (for now) got back to playing some clean-ish baseball:    https://t.co/VWUiJgIpI2,0
7413,2938,@lenaweepanian @BallySportsDET Lenawee County is represented!,0
7414,11768,"The #Yankees intend to flip the script in Houston, two more Bombers were tabbed as All-Stars, and I’m pretty sure Tim Locastro can beat you in a race.  New #BeatReport now! 🎥 (1/2)  https://t.co/TFyXYqyRJn",0
7415,6224,Robbie Grossman draws a walk with the bases loaded. 5-2 lead.,0
7416,5556,@jonsrichter ... glad I could help,0
7417,8153,"MLB has reached out to the representatives of the woman that has accused Trevor Bauer of sexual assault, according to a source. No formal discussions have taken place yet.",0
7418,5392,"Nice diving catch by Brandon Nimmo to keep Jacob deGrom's streak of 13 consecutive outs (and counting) intact. deGrom hasn't allowed a baserunner since Luis Urías's leadoff homer.  Mets 1, Brewers 1, top five.  https://t.co/odFL6RB6Tb",0
7419,285,"Dusty Baker's ejection was his first of the season. He had one last season. Only 23 in his career as a manager, which spans 24 seasons. Seven active managers have more.",0
7420,2891,.@zshort_20 is good at defense.  That's it. That's the tweet.  https://t.co/BFv79CQKDd,0
7421,6519,This is #Brewers second doubleheader of the season but it is the Mets' ninth! Nine doubleheaders and we're not even to all-star break yet.,0
7422,14465,Jake Cronenworth doing what he does best: Not swinging and missing.  https://t.co/ScDqAIwQfX,0
7423,1102,"The Bengals defensive tackle with the most experience in Cincinnati is Josh Tupou, a 2017 undrafted free agent with seven career starts.  It’s a new group in 2021. Here’s what to expect.   https://t.co/nCK1AZvGBj",0
7424,15406,"Over his last 18 games (dating to June 23), Freddie is hitting .420 (29-for-69) with six doubles, four homers and 12 RBI.  #Braves @680TheFan",0
7425,2550,"Joe Maddon: ""We need more solid innings out of the rotation to make this things work.""",0
7426,3819,"It's fun to watch Eric Haase play baseball. Three-run pinch-hit homer to tie the game, 5-5, in the seventh inning.",0
7427,7000,@DoubleB72 Can't tell but that's an awesome view,0
7428,5488,RAMÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓ *gotta catch our breath* ÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓ *tell us when to stop* ÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓÓN  https://t.co/rbuLk1JURA,0
7429,9003,"""Shoot, it just felt powerful today,"" Jon Gray said. He pitched unlike he had all season. More velo, more life, more command.",0
7430,7642,You can watch #Dodgers visit to ⁦@WhiteHouse⁩ here  https://t.co/CJQSpLZl6C,0
7431,8849,Cedric Mullins received a nice ovation before his first plate appearance at Camden Yards as an All-Star.,0
7432,2749,On deck to talk #Rays on @953WDAE,0
7433,11431,"The Royals beat the Twins, 7-4.  ""Let's go Royals"" chant was deafening. Salvy and Hanser Alberto hit homers. Whit and Santana had two hits each. The bullpen was lockdown. Lovelady got the W. I hope to never hear that damn cannon ever again.  The record is 34-47.",0
7434,10673,Trey Hillman working with Jazz Chisholm Jr. #Marlins  https://t.co/Rdkva5fCqA,0
7435,2744,Still no changes in plans for #Rays regarding Tuesday game; you can be sure we will let you know if there are,0
7436,6826,"@johnnyfromnj I think it's one thing when you've got the pitcher on deck, but Rojas has reverse splits and has kind of crushed lefties this year.",0
7437,8596,"“Donnie has been a consistent force. He’s been stable here. And in terms of what our vision is and what our mission is, Donnie’s always been on board.” - #Marlins GM Kim Ng  Latest update on Mattingly contract story:  https://t.co/FjBjSjdOi2",0
7438,14038,"John Lynch offers to support Richard Sherman, family 'any way we can'   https://t.co/Smiu4Fftub  https://t.co/o3fKplMtzd",0
7439,4970,Francona had a funny story about facing Gaylord Perry in spring training. Perry threw him a ball loaded with resin.  #Indians,0
7440,6857,"""It’s in there. Certainly not happy with those results, but it’s just part of the process of coming back.""  Tyler Beede, a strong option to pitch Friday, is back and confident his command will return, too.   https://t.co/94jeFVI3LP",0
7441,6059,@colton97_ well-rested,0
7442,11429,"NEW — Royals GM Dayton Moore talked for nearly an hour yesterday about his club. On how they’ve ended up here, and how he thinks they can move forward:   https://t.co/wVucsill5F",0
7443,2794,I don’t think so. Evidence: every year they manage to get participants,0
