,index,clean,injury_report
5823,1221,sick days withheld third wave decline insufficient know COVID takes least two weeks recover stop contagious Ontarians deserve permanent accessible paid sick days httpstcopjMmXIq httpstcoLawodDY,0
5824,7975,set Except Oakland lost everyone,0
5825,12257,Brandon Nimmo lineup sore left shoulder result diving catch made yesterday Luis Rojas said available bench,1
5826,9204,RyanInAuburn Wow That pretty cool,0
5827,9247,VOTE ozzie httpstcoDsIOmGROA httpstcowBlfhGPTx,0
5828,14193,Bill Belichick TheGregHillShow asked Stephon Gilmore Well keep working every day Hes stadium last two days continue work hard rehab Well check today see going go,1
5829,5651,Today example No time breathlessly told Team X team meeting story unadulterated garbage After recent Yankees loss maybe worst regular season yrs And getting nohit far today,0
5830,2504,RichardStaff genius bastard,0
5831,1942,Tylor Megill pitches already kept Brewers completely check Five strikeouts worth noting five swings misses workinprogress changeup All good signs pitch count Mets Brewers midthree,0
5832,11535,George Springer receiving night backtoback games outfield available bench per Blue Jays manager Charlie Montoyo George per cent healthy Montoyo said The difference per cent built,1
5833,8610,This tweet age well,0
5834,7145,RHP Miguel Segura named DSL Pitcher Week Last week vs DSL Phillies White tossed five shutout innings work allowing one hit,0
5835,2343,Here comes Dbacks Eduardo Escobarfirst AllStar Game atbat,0
5836,2040,With No overall pick MLB Draft Royals select high school lefty Franklin Mozzicato East Catholic HS Connecticut,0
5837,13895,Source Villanovas Collin Gillespie knee fully cleared basketball related activities Significant Big East news Dhamir CosbyRoundtree shinleg still cleared,1
5838,3878,delays,0
5839,1492,Difo pinchhitting fourth Kranicks night done Gave runs four hits three walks Struck five,0
5840,4001,I know offered men rhythmic gymnastics compete,0
5841,10989,Miguel Cabrera removed tonight game precautionary measure due left groin tightness,1
5842,6433,Well hello BaseballSky httpstcoyplbPSAw,0
5843,5981,Shohei Ohtani atbat foot knee fan th row right field Its Angels th Nothing soft contact RedSox,0
5844,7966,Curt Casali launches threerun home run deep leftcenter field Nationals trail,0
5845,12671,The Phillies reinstated Bailey Falter COVID injured list Aaron Nola Connor Brogdon remain list Alec Bohm tested positive last week,1
5846,6020,Dylan Guenther one offensively gifted forwards draft class find NHL power play soon jbenny breaks everything need know Oil Kings star ahead NHL Draft httpstcoAjOsRx,0
5847,13581,Mets Injury Tracker Jacob deGrom get checkup MRI soon httpstcoURmBJrJY httpstcoRzSSUWitoz,1
5848,12539,The StanleyCup underwent successful surgery upperbody injury ready celebration tour TBLightning StanleyCup httpstcoWikGfeV,1
5849,12069,Reds notes Updates injured infielders Alejo Lopez putting work prove play shortstop field Amir Garrett impressive inning Saturday httpstcolccqhvywS,1
5850,11587,Zach Thompson start tonight He fell weather like teammates Been going around Marlins,1
5851,7040,httpstcowWNDDEQH,0
5852,3549,When got ta carry city chipped shoulder Crosstown httpstcoAofFApKj,0
5853,10255,White Sox fans came Guaranteed Rate Field largest crowd season little cheer loss Astros The Sox Houston season httpstcoiMFZIJiNX,0
5854,12845,TimBritton I would assume Szapucki going day IL one DFAing Chance Sisco another one makes sense since need four catchers man right,1
5855,6701,rjkealler yeah,0
5856,5009,shinyshannon EmilyJonesMcCoy Btw PNC Park favorite ballpark Absolutely stunning view great food bad seat house,0
5857,7066,NicholasBosa RBJA The team yesterday,0
5858,930,Snarky tweets crown royal consumption,0
5859,8454,I believe I used young guns two guys graduating class happy Thursday,0
5860,12612,White Sox put rookie OF Vaughn COVID IL httpstcoXXsCmOBIc httpstcojDXTuljv,1
5861,7389,Foreign powers done little bring stability Myanmar since Feb military coup EurasiaGroup charlesdunst explains much junta makes life miserable Myanmar people also danger neighbors gzeromedia Viewpoint httpstcoYiMVPSIQt,0
5862,12331,John Means struck first two perfect start rehab assignment Aberdeen,1
5863,11819,Yastrzemski staying game Looked like fouled ball right shin,1
5864,8475,Ross said Javy jammed thumb couple plays tonight got final inning precaution needs lineup tomorrow Cubs,0
5865,7458,So case wondering bleep Toro somewhere httpstcoQhWUQhDcj,0
5866,11976,Matt Chapman fouled ball left foot,1
5867,13712,News reaction BlueJays George Springer heading IL knee sprain httpstconDRrHbwIO,1
5868,11713,Belt right knee injury Will get scan tomorrow SFGiants,1
5869,3518,Only Stanton better hard hit Ohtani among qualified hitters httpstcoHveXFIDo,0
5870,5440,Beede back could used bullpen tonight also could cover innings Friday His control issue hope stage help This extra adrenaline may help focus amp gives chance really find control httpstcozXCvgyhXz,0
5871,126,Shane Greene name offseason He bad innings Braves DFAd,0
5872,2123,Another brutal baserunning mistake Parra With infield Turner grounds one Crawford Parra feet,0
5873,1831,hours game time AllStarGame Levitating DUALIPA httpstcojHxLdFssy,0
5874,4227,The th inning going well analysis httpstcowNuBVNbAX,0
5875,5945,God hates coward Hit every time Have consistent,0
5876,11956,Before game talking going hit home run today For come expense sucks A guy like getting injured baseball world going miss long time Jazz Acuña httpstcoPHNlvreGA,1
5877,3454,Looks like decent chance baseball afternoon Bronx httpstcodNaBVKebN,0
5878,5996,Bo Bichette run homer Cesar Valdez th orioles,0
5879,12323,The Cubs placed Jake Arrieta day injured list right hamstring tightness,1
5880,11468,The Orioles say Freddy Galvis left right quadriceps discomfort,1
5881,3850,Odell Beckham Jr reconnecting Giants friends httpstcoWGCJKoccRI,0
5882,10517,It made doubleheader Saturday first pitch pm This Mets th postponement year Saturday th doubleheader season,0
5883,13106,newriverjoe Unless injury doubtful Barrero gets callwhich fine Farmer handle job,1
5884,14157,Cowboys rookie CB Kelvin Joseph says injury minor fishsports httpstcoyOqjTEXDTX,1
5885,8895,Laura Zimmermann capped incredible comeback overtime winner Switzerland stunned Russian Olympic Committee win quarterfinal action womens world hockey championships httpstcomjiKiaNa,0
5886,13893,Miamis Rodney Miller knee Sam Waardenburg foot fully cleared basketball related activities per Jim Larranaga,1
5887,5644,forpar I hear ya,0
5888,2809,Yuli Gurriel Yordan Alvarez great seasons play pretty loaded positions FWIW rank th OPS among AL players position The three ahead Vlad Jr Olson Walsh amp Ohtani Cruz Martinez ones selected,0
5889,6608,A cocktail propaganda conspiracy theory disinformation kind intoxicating masses darkest turns history fueling delusion agonies Jan httpstcozTNFvUEOb,0
5890,4918,DMo making brutal Márquez httpstcohTdMzMbJ,0
5891,8947,Our Nonprofit Partner Game mikepereira Battlefields Ballfields Battlefields Ballfields provides veterans opportunity integrate back communities sports officiating httpstcoMFUyfjhywr kpnorcal httpstcownyKEiZvE,0
5892,6059,Words love hear Nolan Arenado drives Paul Goldschmidt httpstcoSQmrfVBj,0
5893,9312,Yankees season hell sheesh,0
5894,6071,travis Not sure Travis,0
5895,12214,Phillies placed INF Alec Bohm RHP Connor Brogdon LHP Bailey Falter RHP Aaron Nola COVIDrelated IL LHP Damon Jones RHP Mauricio Llovera INF Nick Maton LHP Cristopher Sanchez recalled Lehigh Valley,1
5896,4709,I see skills I see talents I see athleticism NOW show journal show routine show approach show discipline show energy It ALL matters,0
5897,3007,Omg taking tarp field,0
5898,6634,ZHBuchanan All Night Longgggg,0
5899,5675,SoFlaKing Keep clean king,0
5900,2139,Posey miss All Star Game Unclear attend,0
5901,5030,Milwaukee Journal Sentinel Mets Brewers Offense quiet second consecutive game httpstcoEEqhoaV,0
5902,4978,Final RedSox Angels Suarez allows ER IP first start season Bundy gives R ER IP Rojas HR B RBIs Also thrown home single Ohtani Rengifo robbed run HR Ohtani makes last hit hard,0
5903,8993,Future AllStar Cedric Mullins hit tworun double The Orioles trail,0
5904,652,All members international classes none players played States,0
5905,7479,leew Amazing mess thousand idiots couple states made rest us,0
5906,9502,Pirates mailbag Take guess Pirates opening day lineup httpstcoVdoRPHbF,0
5907,3256,On related note I mentioned MarlinsRadio tonight pair inning games Phillies ended Marlins record run consecutive games played hoursplus The previous mark straight set matched earlier year,0
5908,7912,No surprise Shohei Ohtani Angels Player Homestand httpstcoBwFGOrtH,0
5909,7181,Omid Kokabee Iranian experimental laser physicist arrested Iran refusing collaborate military projects FreeOmid,0
5910,8031,Liberatore bump Gorman dirt How soon St Louis,0
5911,6859,buystockinshel I pointing write headlines And I problem saying I considered staff ace coming season variety reasons including stats I provided,0
5912,13136,Just another reminder Fernando Tatis Jr done year human Leads NL HR SB despite one healthy shoulder forced miss games He MVP candidate season despite needing surgery httpstcoYGSxcqA,1
5913,13369,Ravens practicing morning LT Stanley ankle C B Bozeman WR D Cain G Zeitler foot WR M Brown hamstring CB J Smith ankle WR M Boykin hamstring DB N Warrior knee TE N Boyle knee OT J James Achilles,1
5914,6731,Lionsbadboy Good morning John,0
5915,1982,mtpallas I,0
5916,6278,Don sleep witnessed An MLB player competing HR Derby leading AllStar Game pitching clean first inning team Shohei Ohtani Historic,0
5917,1238,Whoa Dodgers video board operator found fan wearing Dodgers New Era Local Market hat wild,0
5918,7030,Relevant going Phillies today Players vaccinated subject contact tracing regardless whether team threshold httpstcoDcoPvenUX,0
5919,5458,Lineup change Mendick García straight,0
5920,5155,Silas said entire coaching staff return next season,0
5921,5096,Could Rockets move nd overall pick pick httpstcoZUDBwscoL,0
5922,9912,Still hour go til first pitch meantime let basketball httpstcoHgppTSek,0
5923,3991,RoryNYY That bit strong,0
5924,4911,When Saturday going way planned httpstcoqDVOSrVPs,0
5925,11111,Cubs roster moves Megill optioned Iowa Adam Morgan selected Iowa Matt Duffy moved day IL clear room Morgan man roster Ryan Tepera going day IL left calf strain Tommy Nance recalled,1
5926,8894,Ryan Pressly ninth,0
5927,11133,Tony La Russa another Sox win bad injury news Thats inspiring Hopefully inspiring fans fall love These guys refuse give refuse give They give best shot Quite often win show,1
5928,5041,Lower level seats July No fees A deal good Founding Fathers would proud,0
5929,6739,Jorge Polancos threerun homer ends Tigers suffer fourgame sweep Minnesota loss,0
5930,5462,For Pirates GM Ben Cherington owning top pick MLB Draft feel like burden Via TribLive httpstcoPmQzAYBGf,0
5931,9062,The Cubs lost games first place th consecutive loss Per ESPNStatsInfo The Cubs fewer hits consecutive games longest streak team since Mets straight,0
5932,9832,dgoold Cubs clubhouse wag Thank God,0
5933,6234,Omg taking tarp field,0
5934,2795,Heres great piece TheAthletic dennistlin talked Red Sox No pick Marcelo Mayer recently Mayer lefthanded swing draws optimistic comparisons Chipper Jones Robinson Canó httpstcoDFwmeNyH,0
5935,10986,The Tigers placed RHP Spencer Turnbull day injured list right forearm strain RHP Bryan Garcia recalled Triple A Toledo,1
5936,9738,Notraulrivera jcronenworth Ours,0
5937,8151,second half httpstcoQZbRQawAkl,0
5938,6552,A twoout Luis Rengifo error become quite costly Angels It led two runs Alex Cobb could get third End Angels,0
5939,5373,Angels MGR Joe Maddon Griffin Canning We want get back get right Didn see recapturing form particularly fastball command Every pitcher works Get back hit reset button slow things bit find fastball command,0
5940,3006,See ya days loanDepot park httpstcowaqxipYqK,0
5941,866,According mock draft Dodgers firstround pick projected Max Muncy,0
5942,12518,Michael Jordan season shifted disappointing unfathomable Washington This story happened Bengals guard Joe Burrow injury Of quest motivation defined one play And passionate vow QB httpstcoEfcIcGZKN,1
5943,9138,Brubaker gets brushed couple runs third Solo shot Villar hanging slider first pitch frame Nimmo doubles home run later Mets,0
5944,13457,Its going game team still dictate execute gameplan spite fact missing many key performers DougBrown Who able replace injured stars better tonights gameHamilton Winnipeg httpstcogWdcmLODpG,1
5945,5127,BlackfishFinanc Best kind night Enjoy,0
5946,6022,Miami midnight httpstcoIaAiubyUt,0
5947,10822,The Red Sox announced reinstated RHP Eduard Bazardo minor league IL recalled Worcester placed day IL right lat strain That move opens spot man roster,1
5948,12805,Mets Everything need know Jacob deGrom latest injury httpstcoWVGOyESgX,1
5949,8713,BostonStrong httpstcorzsMOYt,0
5950,13562,Dave Roberts said Mookie Betts received type injection help pain subside TBD Betts able come day injured list,1
5951,3450,The Rays complete double header sweep Cleveland httpstcoDraCGo,0
5952,8774,Dallas Keuchel fielded questions bunch topics yesterday opener AstrosWhite Sox including criticism Jeff Luhnow Sunday matchup vs son Lance McCullers reception former teammates gotten road httpstcoSFuugDBlpi,0
5953,11812,Buster Posey pain taking foul ball left hand Hes coming game,1
5954,8629,AHMalcolm Still positive,0
5955,6320,My guest weeks episode Keith Law Show novelist jasperfforde author Thursday Next Last Dragonslayer series well The Constant Rabbit amp Early Riser Listen amp subscribe iTunes httpstcoPmoHwwpV Spotify httpstcoortCFx,0
5956,6673,The Diamondbacks game Saturday July moved day pm avoid conflict possible Game NBA Finals If Suns four catchy phrase anyone tried game remain,0
5957,9706,Feels like figuring things,0
5958,4431,TNiomi ha many rounds,0
5959,889,CONGRATS playoff Good luck KC BrownsChomps bakermayfield VictoryMonday httpstcortJDswBpw,0
5960,579,Three hours minutes later game ends Yankees winning,0
5961,9599,Chris ncarter bihseh I also know flew back My understanding stayed Minnesota weekend,0
5962,7304,Fans banned Olympics Tokyo state emergency AP httpstcosrSOGvEdO,0
5963,12685,Aaron Hicks headed IL yankees,1
5964,11692,Lorenzo Cain beginning rehab assignment tonight We see Brewers second series AllStar break later Craig Counsell said today,1
5965,4682,Late night Zoom MarkZuckerman asks Juan Soto expects ball go hits low Answer Hell yeah Every time,0
5966,13031,Nationals recall infielder Carter Kieboom Jordy Mercer IL,1
5967,10023,GeoffreyIngram Not sarcastic That labeled spring Then stuff happened,0
5968,8430,Lodolo retired Bobby Witt Jr Royals Jasson Dominguez Yankees pair lineouts He hit mph fastball Reds,0
5969,13178,Updated Arizona Diamondbacks rosterdepth chart Ketel Marte activated Day IL Andrew Young optioned httpstcofIIpyKXKY Marte Saturdays starting lineup RattleOn httpstcoNwFKIcd,1
5970,1076,The Dodgers need cut Trevor Bauer need writes BillPlaschke,0
5971,4208,TrevParkford Italy home,0
5972,12916,This weeks pod AshleyBastock talk Cleveland baseball younger pitchers Reyes power injuries Bo Burnham Inside songs draft us longer speaking terms A little bit everything time httpstcoflXGDRVE,1
5973,11177,RedSox Angels Game Hernández CF Verdugo LF Martinez DH Bogaerts SS Devers B Renfroe RF Arroyo B Vázquez C Dalbec B Rodriguez SP Alex Cora available Could short bench Marwin Gonzalez right hamstring Danny Santana left quadriceps ailing,1
5974,5512,I construction decimated Detroit Black communities Now activists want repayment httpstcoQZbRIR,0
5975,3342,aaronbukovsky Maybe maybe Teams good pitching staffs clear advantage doubleheaders Playing dozens fewer innings teams also helps longterm,0
5976,1250,JakeCrouseMLB Ask camels,0
5977,4981,Good crowd tonight,0
5978,1404,MiamiMarlinsUK Feel better Pete,0
5979,10773,Reds reliever Michael Feliz going rehab assignment Louisville The Reds claimed Feliz Pirates earlier season,1
5980,13593,Tigers place Akil Baddoo Derek Hill IL collision replacements summoned Toledo httpstcoIhVAZNdI,1
5981,13527,ersfans WilIBednar Dickerson getting DFA Giants IL Cueto Prob missing two starts rotation activated Sept st I bet rosters expand Estrada He go Longoria reliever go like Doval Desco,1
5982,11359,Dave Roberts said Dodgers transferring Corey Seager Day IL acknowledgement return AllStar game Roberts hopeful return right break certain,1
5983,4446,Blue Jays activating Cavan Biggio ahead tonights game Fenway Park Santiago Espinal optioned tripleA open roster spot,0
5984,11462,The Aberdeen IronBirds Orioles HighA affiliate announced John Means join rehab start tomorrow Means nearly month left shoulder strain,1
5985,12115,CJ Cron fine manager Bud Black said Cron hit head pitch seventh inning He removed precautionary reasons went concussion protocol came fine,1
5986,13266,Longtime Patriots long snapper Joe Cardona reportedly could miss time injury knocked Sundays practice httpstcorWfCRvyzQ,1
5987,251,Everything know Yankees current COVID scare via RandyJMiller httpstcoKgRfnABSt,0
5988,4817,Have safe happy FourthofJuly TogetherRoyal httpstcoVFToemuP,0
5989,5616,I get I actually expected win World Series VerlanderColeGreinke I think prediction Astros different Shoutout Howie F Kendrick,0
5990,11623,Cubs Brad Wieck put IL irregular heartbeat Ryan Tepera activated,1
5991,9188,laxthefacts BostonGlobe Boston presentation wrapped extensively around would support pursuits story details That team highlighted Babe Ruth Red Sox history twoway player presentation,0
5992,3882,TpsShannon walz RhettBollinger I actually negative As talk Purple Daily goal see Vikings win Super Bowl get unless realistic I tell teams twice hard players staff,0
5993,9007,ehaase WHEELS httpstcocmJPDlgtov,0
5994,4552,Many fans leaving arena Phoenix chanting Suns four Bucks,0
5995,2042,really else said httpstcoWVyusyYBH,0
5996,12661,Injuries devastated Dodgers lineup hindered bullpen left unexpected uncertainty starting rotation They still reached break secondbest record majors two games behind Giants NL West httpstcoRWgmjinf,1
5997,8751,nogumbofornazis Indeed,0
5998,8448,Brad Hand coming face Max Muncy doubleswitches Gerardo Parra get length Another sign undermanned bullpen Dave Martinez pressing big button try keep score close,0
5999,12395,This afternoon Sandy Springs Police arrested injured Braves outfielder Marcell Ozuna charges related domestic violence httpstcoJWOfSNKen,1
6000,3231,That single Stanton mph bat,0
6001,10717,Rough news CJ Abrams perhaps Padres best prospect MLB Pipelines No overall diagnosed fractured left tibia sprained MCL collision second base ninth inning Wednesday He miss remainder season,1
6002,11973,Hell play center Luke Williams With Odubel Herrera IL miss least first series back AllStar break chance Williams Probably platoon CF Travis Jankwoski,1
6003,2355,BlueJays lineup vs Rays httpstcokfkudLiSfe,0
6004,10168,𝗦𝗲𝘃𝗲𝗻𝘁𝗵 𝗜𝗻𝗻𝗶𝗻𝗴 𝗦𝗰𝗼𝗿𝗲 𝗨𝗽𝗱𝗮𝘁𝗲 httpstconoNWwZapzB,0
6005,92,Soccer TV US Mexico national team stars get ready World Cup qualifying httpstcormggyqTLBA,0
6006,5330,NBC could making big move signing ESPNs Maria Taylor ahead Tokyo Games httpstcoozoVgfyD,0
6007,932,I curious Who want Pirates take No overall selection,0
6008,11591,Marlins SP Zach Thompson weather scratched tonight,1
6009,6688,Things happening Chris Sale httpstcojKAooJwOx,0
6010,10652,SeanFlannery I believe even quick braking type turn considered attempt Like said judgment calls super tricky I would understood ump called safe I also think calling right call makes sense,0
6011,5973,Exactly needed httpstcoZEBQuyH,0
6012,6787,Darwinzon Hernandez coming Rodriguez Rodriguezs final line IP H R ER BB K pitches strikes swingmiss,0
6013,9864,Angels MGR Joe Maddon also consider moving Jared Walsh third spot order behind Ohtani least RHPs,0
6014,460,The Reds game resuming Cincinnati Royals top eighth Here Royals line last two innings pitched recently Reds bullpen The Reds need six outs bullpen series win httpstconYweEwWzfH,0
6015,3091,Last chance bid Dodgers World Series Ring NFT The auction ends today pm PT Visit CandyDigital httpstcomQkvegBP information httpstcogWLqpMyD,0
6016,5701,FINAL The Angels win walkoff hit Juan Lagares All four batters reached ninth inning The Angels season They swept Orioles Question status Anthony Rendon Taylor Ward,0
6017,8595,st batters reach Matt Harvey walk single Ryan McKenna appears make great diving catch LF start double play Jays say catch There confusion batters game Under review orioles,0
6018,12553,Following positive COVID tests within Yankees organization tonight game Yankees Red Sox Yankee Stadium postponed allow continued testing contact tracing MLB continue provide scheduling updates available,1
6019,7047,David Price sure looks like Dodgers rotation even go IP httpstconBkiKtw,0
6020,446,Giants take College World Series star Will Bednar firstround pick httpstcoPXVnSdQUR via sfchronicle,0
6021,12755,Updates IronPigs rotation Rehabbing RHP Chase Anderson goes Friday go IP little rd outing LV RHP Spencer Howard could go beyond IP pitches Saturday progression toward pitches efficient offspeed stuff,1
6022,14118,Tigers roster moves Eric Haase back IL Jason Foley recalled Erasmo Ramírez DFAd,1
6023,766,PaulMcClain I think prefer play Olympics,0
6024,1867,Jkrom joshshadowfax AKidFromKent Hes awful months He career PAs I already said make legit adjustments fight way back This conversation funny since issue possibly May June everyone happy,0
6025,5418,Final score one apparently lost count Kohl StewartEric Sogard Era epic,0
6026,1764,NBC reportedly close poaching Maria Taylor ESPN could happen sooner think httpstcoqeuBalok,0
6027,120,Max Muncy Dodgers one roped double line scored Mookie Betts Chris Taylor Dodgers B,0
6028,2187,How Josh Okogie fit fully healthy Timberwolves roster tripxassless takes look httpstcohKPVvdrD,0
6029,4202,There chance Buster Posey available bench Giants tomorrow according Gabe Kapler,0
6030,2847,rymwitty AkilBaddoo For sure,0
6031,2468,ynotreyob LaVelleNeal Not opposed return solidbut,0
6032,4803,Daulton Varsho started catcher Diamondbacks series opener weekend Dodger Stadium starting centerfield today,0
6033,1555,woundedhealer No chance,0
6034,13930,Back injured list httpstcoYMZMblY httpstcoWURnXrm,1
6035,12668,That absolutely sucks Amburgey No way around Hoping nothing cramp right back,1
6036,13304,Confirming Red Sox obtained Kyle Schwarber Washington RHP Aldo Ramirez Schwarber currently IL hamstring injury likely another two weeks,1
6037,1878,Geez I really thought name So glad fans imagine career twists turns finding time lecture,0
6038,12579,Official announcement Tim Locastro right knee soreness Sent MRI evaluation,1
6039,12066,Astros outfield prospect Colin Barber underwent seasonending shoulder surgery recently general manager James Click tells raford Baseball America ranks Barber ninthbest prospect Astros system He played since May,1
6040,5351,Pirates loaded bases two th Minter tie game Got single sinking liner caromed heel Acuñas glove raced bloop single walk,0
6041,10917,Daz Cameron scratched tonights game right great toe sprain Updated lineup httpstcoRzfekOGaNl,1
6042,7133,SusanMills creamsicles noooo,0
6043,6414,The Astros said Jose Altuves father hospital left ballpark unavailable comment,0
6044,12956,another injury,1
6045,1151,Jacob deGrom eclipsed strikeouts Crowd feet chanting MVP,0
6046,11710,Belt join team LA get nd opinion rt knee sfgiants,1
6047,3344,I going see John Fogerty Thursday awesome,0
6048,10073,emrgncyp lol I said Twitter today,0
6049,13639,Bigchilling That happens injuries sometimes,1
6050,4294,Yankees top amateur scout Damon Oppenheimer says reports hearing players opposing teams firstrounder Anthony Volpe ultra impressive Volpe hit HR RBI games LowA getting bumped HighA,0
6051,13343,Totals Sales rehab starts Portland IP H ER BB K Threw pitches first start today RedSox SeaDogs,1
6052,7753,angelsreddit soon,0
6053,11866,No Brewers prospect Hedbert Pérez made pro debut Friday doubled And Dylan File rehabbing offseason elbow surgery pitched first time You find box scores others Milwaukee system httpstcoCqFoOSAuA,1
6054,5053,The plurality ppl responded said heard Clyburn polling low Nevertheless poll Biden amp Pelosi higher favorables Bernie AND says plurality voters likely vote Shontel bcuz HillaryClyburn endorsement,0
6055,896,HighProfile Harvey Weinstein Movie She Said Lands Thanksgiving Release Theaters httpstcoyfFoPwG,0
6056,6389,ClintOften She actually ahead time,0
6057,1290,Please show celebratory tweets I wait,0
6058,12675,Trip back home likely Alex Bregman Astros remain focused rehab assignment httpstcokfXaqH via houstonchron,1
6059,13194,Bobby Bradley left game tonight right knee injury Indians announced Waiting details,1
6060,8954,Or gamble Seattle take injured player Idk,0
6061,11483,Reds RHP Michael Feliz right elbow sent TripleA Louisville rehab assignment httpstcofejUWsIx,1
6062,7863,Good end first half high note maxmuncy talks JoeDavis amp OrelHershiser following walkoff HR sealed Dodgers series win Dbacks httpstcopAhFoJsnr,0
6063,13197,Olivier Mbaizo miss next MLS match Union yellow card accumulation Jim Curtin said press conference week Alvas Powell started training injury dealing Expect Powell start next league game,1
6064,13395,We old friend making rehab start second lineup tonight TD Ballpark Also playing stadium Major League debut httpstcoQzySuvfXk,1
6065,7397,IamNateDogg Only Johns birthday LOL,0
6066,5586,partytimeT st,0
6067,2161,Sounds like Luis Mets need Hug httpstcoomkado,0
6068,6943,joelirvine less,0
6069,8374,MRoy Crazy Wouldnt put past Thanks sharing man hope well,0
6070,9999,Game NatsChat What weekend revealed roster construction depth Has Joe Ross turned corner Thoughts made make AllStar team A Costanzaesque idea get Juan Soto back track httpstcochdfoQeoM,0
6071,12400,Giannis limping court obvious pain right knee heading Bucks locker room,1
6072,2214,PatrickWisdom inning CubTogether httpstcoFYVfUHo,0
6073,2154,Justus Sheffield done innings tonight Thats shortest start career starts Hes hook six runs far inning,0
6074,9854,WE WERE ON A BREAK OurCLE httpstcorWVFvxTRV,0
6075,1556,Thrilled work Wednesday broadcast BlueJays Mariners YouTubeTV Excited take close look two intriguing teams MLB Trade Deadline approaches Heres link watch httpstcoiUHDWeBy MLBNetwork MLBNetworkPR,0
6076,259,BillyTheMarxist MikeCardano I think I got fired Thanks,0
6077,3232,Scavvvv willth No I Was making joke probability take one,0
6078,11200,Some people come Seattle catch fish Pike Place Market visit Space Needle Domingo German opted emergency root canal surgery,1
6079,3699,Next wlw Sports Talk Please give st half grade Reds nd half important player LISTEN httpstcodNBZrsQdjl httpstcoOIxiZFGNM,0
6080,7202,JDDavis goes deep SyracuseMets loscortes launches th RumblePoniesBB homer season The stluciemets sweep doubleheader FULL RECAP httpstcoWWUvEymyR,0
6081,9112,JameyMajewski Looks fun,0
6082,3350,dieter I hate woman soul,0
6083,13396,Justin Hardee special teams standout headed inside trainer walking little bit limp Jets,1
6084,10298,Mike Tauchman put one ball play today threerun homer He came bat Ks Giants lead th inning,0
6085,10615,A rough second game Phillips three punchouts including two looking Rays Indians B,0
6086,7940,For lead httpstcoAVldLIpC,0
6087,4560,Seth Brown hit one estimated feet,0
6088,12850,ExNBA star Ray Allen injured bike accident httpstcobzCxNisGZ httpstcosTjBPMsCP,1
6089,5957,Lunatic closers mic every game Screw FCC,0
6090,3406,nickossello nickossello speaks facts Never heard tell lie,0
6091,13821,Continued INFOF Miguel Andújar rehab assignment transferred day injured list,1
6092,7000,tonydombrowski YES TONY,0
6093,11987,Phillies Alec Bohm left game due COVID protocols according Joe Girardi completed postgame videoconference,1
6094,7477,Psaki Covid Origins Report I know Peter especially excited httpstcooxEnlrJtGR,0
6095,334,Sixth hole appreciation post TheOpen httpstcobuTPRZe,0
6096,2001,Jacob deGrom officially named NL AllStar In snub Taijuan Walker deGrom player representing Mets This deGroms fourth AllStar nod eightyear career,0
6097,88,jmjones knees feeling,0
6098,250,Joshstros Dusty prefers fourman bench,0
6099,10238,PalmerGuyBoston fixed httpstcozEzXyoOawB,0
6100,8492,Meanwhile Dodgers two one JB Bukauskas ninth tied,0
6101,9886,Sean Murphy makes error earlier get Marwin Gonzalez stealing second Helps Lou Trivino escape ninth,0
6102,5941,It took Braves showing class httpstcorRSGSkTQjT,0
6103,8237,jbreda Understand,0
6104,13864,Yu Darvish scheduled come injured list tomorrow start Dodgers,1
6105,2460,As almost midway Rays season team favorable schedule second half httpstcoVHfrLPluU,0
6106,3043,nlabendeira Yep probably part reason Slater struggling Not enough ABs LHPs,0
6107,6094,jayashton He,0
6108,7461,Game Independence Day Double Header SquadUp httpstcoyNAUQgPUyI,0
6109,4944,For BaseballAmerica My updated Tigers Top Prospects Some new faces including key names MLBDraft class httpstcoTQSwDLn,0
6110,10563,injured fiery crash involving semitruck south Phoenix httpstcosrEaTFoGq,0
6111,11183,Adam Duvall weather hence absence starting lineup past two nights Marlins,1
6112,107,Alex Cobb twice started walk mound thinking got inningending strike three Both called balls,0
6113,10068,Live Mariners QampA Corey Brock amnoon PT Tuesday Bring sunblock rosin httpstcoaycpSLmp,0
6114,992,What world man Thats sinker punched opposite way wall Familia challenged Castro sent What series Rodolfo,0
6115,11401,Dave Roberts Mookie Betts stomach flu ballpark later Unlikely available tonight,1
6116,7964,mycoskie Oh,0
6117,11031,TravisTango This first hamstring injury year Went IL April left groin strain fouled ball left knee May,1
6118,875,Halo fans please help us congratulate trashpandas outfielder Orlando Martinez named DoubleA South Player Week,0
6119,5916,A large puddle gathered right field warning track Grounds crew trying sweep throwing extra dirt Wil Myers supervises,0
6120,12428,Cashman We three positives three pending The pendings rapid testing All players,1
6121,6473,For third time franchise history Padres game trailed eight runs The heros chain belongs Cathedral Catholics Daniel Camarena,0
6122,9460,nictro The night JD Davis knuckle head said Come Ike Davis,0
6123,485,UNLEASH THE BEAST,0
6124,9604,This best Reds infield defense looked year I already mentioned David Bell seeing Suárez Joey Votto play yesterday Kyle Farmer spoken increased playmaking short Jonathan India standout second base,0
6125,7023,Pete Alonso career home runs games Ryan Howard home runs first games ever player first games Mets,0
6126,5531,Eugenio Suárez hit foot opposite field homer He Brewers AllStar closer Josh Hader And give Reds win The team thrilled He deserves httpstcoNFPnUgP,0
