,injury_report,tweet
922,0,BOS 1 OAK 0 Final  #RedSox are 53-32.
923,0,Matt Barnes has the 9th with a 1-0 lead.   This is his 362nd career appearance -- his first as an All-Star. #RedSox
924,0,Garrett Whitlock has the 8th with a 1-0 lead. Likely setting up for Matt Barnes. #RedSox
925,0,Nick Pivetta gave the #RedSox exactly what they needed -- seven strong innings. Boston takes a 1-0 lead into the 8th.
926,0,"Barnes on Eovaldi's selection -- 'To have another pitcher and a catch partner, it's going to be awesome.'   'He's putting together an absolutely phenomenal year.' #RedSox"
927,0,Barnes on being the third drafted All-Star for Boston from 2011 -- 'It speaks volumes to what the organization does from the ground level up.'  'They just do an absolutely phenomenal job from the moment you set foot in this organization until the time you leave.' #RedSox
928,0,"Barnes said Cora revealed the other three #RedSox selections at a team meeting this morning.  'Just a wild moment, honestly.'"
929,0,"Barnes on how this could help his upcoming free agency -- 'It obviously doesn't hurt. But we're still trying to win ballgames here.'  'If this ends up helping, we'll just kind of cross that bridge when we get to it.' #RedSox"
930,0,"Barnes on his first All-Star selection -- 'It's incredible. This is one of the things everybody wishes they got to take part in.'  'It's super-exciting, man.' #RedSox"
931,0,Eovaldi expects to be available to pitch in the game in Denver. The #RedSox will schedule his starts and side work accordingly.
932,0,Eovaldi credits the #RedSox training staff with helping him stay in uniform throughout 2021.   'I've had a hard time staying healthy in my career. This year I've been able to stay healthy so far.'
933,0,Eovaldi -- 'It's awesome. It's a big honor.'  'It's a big thing for me for sure.' #RedSox
934,0,"Matt Barnes, Nathan Eovaldi and J.D. Martinez will join #RedSox teammates Xander Bogaerts and Rafael Devers at the All-Star Game.   Barnes becomes the third member of the team's 2011 draft class to be selected (Bradley Jr., Betts).  Eovaldi and Barnes were made available pregame."
935,0,Good read here from Eric. Unconventional spring sports schedule for the #RIIL led to some things we'll (hopefully) never see again.  The state outdoor track and wrestling meets on the same day was one such occasion.
936,0,"Quante Berry will select from five finalists -- Providence, Tennessee, South Carolina, Texas A&amp;M and Virginia Tech. He's a 2022 point guard.  Berry's older brother, Tres, redshirted at #URI in 2020-21. #pcbb"
937,0,"Cora said Dalbec -- who was a good pitcher at Arizona -- is likely the best two-way player on the current #RedSox roster. He was comfortably 90 mph+ off the mound for the Wildcats, who reached the College World Series in his draft year."
938,0,"Cora on Ohtani, who will start on the mound against the #RedSox on Tuesday -- 'You can tell he's having fun doing it.'"
939,0,Cora said defense and small details in terms of manufacturing runs are among the primary areas where the #RedSox can continue to improve.
940,1,Cora said Arroyo (right knee contusion) is traveling to Anaheim today and will go through a light workout. He should be activated off the IL on Monday. #RedSox
941,0,Cora said sitting Hernandez for a few games allowed him 'to see the game from the dugout' and 'kind of slowed him down.'  Sees him controlling the strike zone better and pressing less. #RedSox
942,0,Cora said he felt like Andriese's fastball played better early in the season. They'd like to see him locate it better when he tries to go up.  Andriese has a 7.99 ERA in 16 appearances since May 1. #RedSox
943,0,"Cora expects Ottavino to be down today. Said 'it's not the perfect scenario' for Whitlock, but he could be available for one inning. #RedSox"
944,0,"Cora said it's just an off day for Bogaerts.  'He texted me this morning and said, 'I could use one today.'' #RedSox"
945,0,Alex Cora joining us on Zoom. #RedSox
946,0,"#RedSox at Oakland, Game 85 -- Hernández CF Verdugo RF Martinez DH Devers 3B Vázquez C González SS Santana LF Dalbec 1B Chavis 2B Pivetta SP"
947,0,BOS 6 OAK 7 Final/12  #RedSox are 52-32.
948,0,"Alex Cora has discussed Tanner Houck being versatile in recent weeks -- translation, a possible bullpen role.  He can't be worse than Matt Andriese. That change has to come. #RedSox"
949,0,"J.D. Martinez, folks. He'll be talking about that longer than any of his clutch hits.  I guess you can't run on any #RedSox outfielders at all."
950,0,This.....didn't work.  There's a reason why teams have A relievers and B relievers.  But those A relievers can't make 80 appearances and be effective in October. The #RedSox need more.
951,0,Alex Cora said he wants to stay away from Matt Barnes tonight. Feels like we could see Adam Ottavino or Darwinzon Hernandez in the 9th if this stays the same. #RedSox
952,0,@SPChrisHatfield I think that's a fair assessment. Just thinking in terms of comparison to the decision after 2020. He actually will have some legitimate leverage with a good year behind him and a possible 30 bidders instead of 15.
953,0,"Garrett Richards, perhaps, with a start he can build from. This has been much better. #RedSox"
954,0,"This version of J.D. Martinez makes such a difference in the #RedSox lineup.  Going to be an intriguing offseason for him. If CBA negotiations result in a universal DH, I think the 'jefe' -- how Martinez refers to his agent, Scott Boras -- will be advising his client to opt out."
955,0,And now it's good for two runs after that deep sacrifice fly to center by Renfroe. #RedSox
956,0,Gift for the #RedSox there. Devers was sleeping at first but the pickoff throw was a bad one.   Latest reminder Oakland doesn't lack for foul ground.
957,0,Danny Santana is the 24th man on this roster at best.  Dive for it. #RedSox
958,0,"Fantastic play to the glove side by Rafael Devers, and the throw across was a seed.  No more slander about moving him to 1B/DH. Leave him right where he is. #RedSox"
959,0,"Garrett Richards looked sick to his stomach there. His grip/command issues are very real, and Elvis Andrus gets hit on the helmet visor.  That's the absolute last thing Richards wanted to do, but I'm not sure how much he can prevent right now. #RedSox"
960,0,@JuniorPepen Bendiciones abuelo! She's beautiful.
961,0,"Cora on Chavis -- 'He's battling right now. I think he's done some good things for us, especially defensively.' #RedSox"
962,0,"‘And this is a difficult stretch for us. There's no getting around it. But nobody is running and hiding. Guys are taking the ball. We're going to do this together. If we can get into this jam together, we're going to figure it out together’   https://t.co/02iyhGR0Id"
963,1,"CLE wants to get another look at Eddie Rosario, who left tonight's game. But because it looks to be the same side/area and he's having an issue again, Terry Francona said, ""We'll probably have to IL him. But we'll get him looked at."""
964,0,"Rays come from behind to win it 9-8.   TB opened the ninth trailing 8-7. Three consecutive singles tied it, an IBB loaded the bases and Yandy Diaz grounded a ball to Cesar Hernandez, who couldn't make the throw to home.   Cleveland's losing streak is extended to seven games."
965,0,"After trailing 8-5 at one point, Rays have tied it in the bottom of the ninth and now have the winning run 90 feet away.   Against Clase, Rays open the 9th with three singles before Meadows is IBB.   It'll be Yandy Diaz vs. Clase with the bases loaded, tied 8-8, nobody out."
966,0,"Franmil Reyes has a five-RBI night, including his two-run double off the wall in right-center field.   Cleveland has stormed back from a 5-1 deficit entering the top of the fifth to now leading 8-5 in the top of the sixth."
967,0,"Cleveland tied it via a 111-mph, 2-run HR off the bat of Franmil Reyes.   Cleveland takes a 6-5 lead via a 58-mph bloop single into shallow CF off the bat of Cesar Hernandez."
968,0,"Franmil Reyes, career home runs, lowest launch angles:   T1. 5/31/19 off Caleb Smith, 19 degrees, 362 feet T1. 8/31/18 off Antonio Senzatela, 19 degrees, 425 feet T3. 5/14/19 off Clayton Kershaw, 20 degrees, 419 feet T3: Tonight off Drew Rasmussen, 20 degrees 419 feet"
969,0,"Cleveland has come back to tie it 5-5 with a four-run fifth, highlighted by Franmil Reyes' two-run laser of a HR to CF. That is Reyes' first HR since May 22 after he missed several weeks with an internal oblique strain.   That Reyes HR: 111 mph exit velo, 20-degree launch angle."
970,0,"MLB at some point needed to crack down on pitchers using sticky substances. It's also fair to point out that the league played a role in creating the problem.  On the sticky situation, the process with the baseballs and the possible solutions —   https://t.co/NYvktg74h9"
971,0,Jose Ramirez and Shane Bieber will represent Cleveland at the 2021 All-Star Game.   It's Ramirez's third selection and Bieber's second. Bieber is still technically the reigning MVP after there wasn't an ASG in 2020.    https://t.co/JnkewNGQWL
972,0,Extra innings for Cleveland today included a costly error on Clase that allowed the go-ahead run to score and a bunt attempt gone wrong that led to a double play.
973,0,Cleveland falls to the Astros 4-3. That's six consecutive losses for CLE.  Record has dropped to 42-39 in that time.
974,0,"Ernie Clement made a nice play at third base (his second of the day after he also stole a hit from Jose Altuve earlier) to get the lead runner. But Emmanuel Clase can't handle the throw from second on a potential double play, which allows the Astros to take a 4-3 lead in the 10th"
975,0,"Cesar Hernandez gets just enough of one to muscle it out of the park, and his solo HR ties it 3-3 in the bottom of the eighth. 104.2 exit velo, 379 feet. That was HR No. 14 for Hernandez this season."
976,0,CLE falls to the Astros 6-3. Record now at 42-37 after four consecutive losses.   Story of the game: Cleveland left 15 men on base.
977,0,"Cleveland has been on the doorstep a few times but left empty handed. CLE gets on the board in the sixth with Cesar Hernandez's three-run HR, which cuts the Astros' lead in half, 6-3. 105.6 exit velo, 424 feet. That's HR No. 13 on the season for Hernandez."
978,0,"Astros piling on in the third, as a four-run inning extends Houston's lead to 6-0. Sam Hentges and Harold Ramirez both with costly misplays defensively. Hentges looked good in the first inning and it quickly went downhill from there."
979,0,"Oscar Mercado's first MLB hit of the 2021 season, after starting 0-for-9 since being recalled, is a triple off the 19-foot wall in LF."
980,1,And Cam Hill remains on the 60-day IL.   And now Jose Ramirez out tonight with elbow soreness.
981,1,"*Reyes just returning from an internal oblique strain *Plesac hurt his finger taking off his shirt *Perez had finger surgery *Bieber has a strained shoulder *Civale out w/ a middle finger injury  *E. Rosario out w/ abdominal tightness *Naylor had surgery, gruesome ankle injury"
982,1,Jose Ramirez is out of the lineup tonight with left elbow soreness. Hurt it last night diving for a ball.
983,1,"Terry Francona says everything from the MRI w/ Eddie Rosario looked OK, ""which was a relief."" Team wants to let the trainers get a better look at him.  Franmil Reyes isn't yet to the point of playing every day, but as Francona says, they'd take his bat in the lineup when they can"
984,1,La Mole is back.   Franmil Reyes has been reinstated from the injured list and is in the cleanup spot tonight as the DH.   Yu Chang has been optioned to Triple-A.
985,0,"Cleveland falls to the Astros 7-2. Record falls to 42-36. J.C. Mejia tagged for 6 ER on 5 H, 2 BB, with 3 Ks. Jose Altuve's grand slam, amidst a chorus of boos, was the decisive blow."
986,0,"Michael Brantley just crushes a ball off Justin Garza for a solo shot down the RF line. 105.7 exit velo, 402 feet.   Astros lead extended to 7-2 heading to B7."
987,1,Eddie Rosario left the game with right abdominal tightness.
988,0,"Jose Altuve, after being mercilessly booed for the third time tonight, drills a grand slam to the Home Run porch. Boo birds only growing louder, but Altuve's slam gives the Astros a 5-2 lead."
989,0,"Jose Altuve thought he had ball four. He tossed his bat to begin walking to first base, but it was a called strike.   There were a lot of boo birds and some double birds."
990,0,Cleveland fans at Progressive Field have had to wait a long time to boo Jose Altuve and the Astros. They aren't letting the opportunity pass tonight.
991,1,"Franmil Reyes and Roberto Perez still have a chance to be activated off the IL on Saturday.   Team is taking a look at Bradley Zimmer's ankle. They're not sure exactly when it happened during the triple, but with a lefty on a mound today anyway, they're taking a look."
992,1,"Jose Ramirez was hit in the face w/ a foul ball, requiring a trip to the hospital. He returned during the second game and told Terry Francona, 'I'm ready to go in'  Tito: 'He's unbelievable'  On Ramirez's night and a good sign for Bobby Bradley's swing:  https://t.co/AqYlYa8226"
993,0,Cleveland loses the second game to the Tigers 7-1 and drops both games today. Record falls to 42-35.
994,0,"Heckling at 12:12 AM: ""46 is the worst number ever"""
995,0,"Familiar face Eric Haase drills a 442-foot HR, extending the Tigers' lead to 3-1 in the fourth.  And that'll do it for Logan Allen: 3 2/3 3 R (2 ER), 3 H, 2 BB, 3 K, 71 pitches."
996,0,"Bradley Zimmer with a 109.9 mph, 415-foot triple off the wall in left-center that cuts the Tigers' lead to 2-1.   Zimmer, who has struggled mightily at the plate, also had a 110.9-mph double in the first game.   He entered today with a .578 OPS and zero extra-base hits."
997,1,"Jose Ramirez had some swelling after fouling a ball off his face. Team wants to have him checked out real quick, so he's being taken to the hospital to make sure everything is OK.   As for Roberto Perez, who left the game with the RubberDucks, Tito relayed that he's fine."
998,0,Estimated first pitch time for Game 2: 10:15
999,0,"Cleveland drops Game 1 of tonight's doubleheader to the Tigers, 9-4. Record now 42-34. Bobby Bradley hit two home runs, his first career multi-HR game. Cal Quantrill, Blake Parker, Trevor Stephan all roughed up in the loss."
1000,1,Roberto Perez left his rehab appearance with the RubberDucks in the top of the fifth as a precaution. Right hand contusion. Has been rehabbing from finger surgery.
1001,0,I was gonna tweet this beautiful #BaseballSky pic over Progressive Field but then ⁦@MandyBell02⁩ tweeted her sky pic and now I don’t wanna.  https://t.co/Ip2llNSAmT
1002,0,"Jose Ramirez grounded out to end the inning, but he appears to be OK after fouling a ball off his face, which seems like it would hurt a whole lot."
1003,0,Jose Ramirez is down and being looked at by a trainer. Looked like he fouled a ball off his face.
1004,0,"Bobby Bradley is swinging the bat tonight about as well as Dom drives or fights when ""family"" is on the line.   This has been a Tweet for @brianhavrilla"
1005,0,"Bobby Bradley has tied it twice tonight, both on home runs, both to left field. It's his first career multi-HR game.  HR No. 1: 107 exit velo, 430 feet HR No. 2: 107.2, 403 feet"
1006,0,"Cal Quantrill, after being tagged for 6 ER in 4 1/3 innings in his last start, is credited for 4 ER in 3 1/3 innings tonight (8 hits, 2 walks, 3 strikeouts, 67 pitches), including some damage after Phil Maton took over. Quantrill's ERA has risen from 2.74 to 4.11 in that time."
1007,0,"Tigers put up two against Cal Quantrill in the top of the second.   Bobby Bradley quickly ties it, drilling a 430-foot solo shot to the bleacher seats in LF. 107 exit velo.   Expected BA on Ramirez's HR: .090.  Expected BA on Bradley's HR: .950.   But they still count the same."
1008,0,"Jose Ramirez has two home runs this series, and both have been right down the RF line. This one didn't go as far, though — 344 feet, exit velo 96.9, 41-degree launch angle — but it gives CLE a 1-0 lead in the first."
1009,0,Approximate start time: 6:40 PM.   The grounds crew received a round of applause when they started to remove the tarp.
1010,0,Update: The rain has continued (maybe even gotten worse) and now we have rolling thunder and lightning all around the ballpark! It's not getting better!
1011,0,Last night's game was postponed due to rain.   Game 1 of today's doubleheader is now delayed.   The tarp is winning this series.
1012,0,"Progressive Field weather update: James Karinchak, shirtless and with a football, is running routes with a few other players in left field in the rain."
1013,1,"Josh Naylor met with Dr. Mark Berkowitz this morning.   Confirmed the diagnosis of ""multiple fibula fractures and ligament tearing that need to be addressed surgically.""   Naylor will undergo surgery on Friday. Team will have a timetable after the surgery."
1014,0,Owen Miller has been recalled from Triple-A Columbus for today's doubleheader.
1015,0,@DougLesmerises Always knew you had great taste. I’ve probably annoyed quite a few people talking about Runza all the time.
1016,0,"For those asking: J.C. Mejia warmed up tonight, thus the move to him starting Thursday’s game."
1017,0,"Pitching matchups tomorrow:   Game 1: Quantrill vs. Urena  Game 2: Logan Allen vs. Peralta   Allen was likely to start Thursday's game, but that has now been altered with tonight's rainout."
1018,0,Tonight's game has been postponed. They'll play a doubleheader tomorrow with the first game starting at 4:10.
1019,0,"Cleveland has announced the team has signed RHP Zack Godley to a minor league deal, adding to the organizational depth. Team also signed RHP Brad Peacock recently. Godley will be assigned to the Triple-A roster."
1020,0,"Shane Bieber did about 100 dry runs through his delivery. Tito said he was pumped to get onto the field again.   Tito: 'He was pretty fired up. It's just another step, but he said he got to feel the dirt and he was kind of revved up about that.'"
1021,0,"When asked about MLB’s crackdown on sticky stuff, Terry Francona’s response was we’ve landed people on the moon but MLB doesn’t have a ball that could be the answer.   Tito later: “I … stay in my lane. I stay in baseball and I stay in NASA …  Any other aeronautical questions?”  https://t.co/BwH9aOyWyW"
1022,1,"‘Yesterday was a really tough day. I had one of my guys, my brothers, go down and it was tough. But I texted him a little bit today and he just told me to play my heart out’  CLE responds to emotional Josh Naylor injury with best offensive night of 2021–  https://t.co/RPUK4iwXw4"
1023,0,"This week’s 3 up, 3 down, taking a look at some peaks and valleys recently with the rotation and a few outfielders with a chance to show they can stick in the majors again.   https://t.co/5EGUQTNum3"
1024,0,"Cleveland wins it 13-5, setting season records for runs and hits (19). Jose Ramirez ends with a three-hit, five-RBI night. Eli Morgan allows four runs in five innings in the win. Record now stands at 42-33."
1025,0,"Jose Ramirez now with a three-hit, five-RBI day, including a HR.   Cleveland has set season records for runs (13) and hits (18) in a game."
1026,0,"Cleveland's 12 runs tonight are a season-high.   CLE up on Detroit 12-4, B6."
1027,0,A fan heckled Jake Rogers for his mustache.   Rogers drilled the very next pitch for a two-run HR.   There’s no way those two events aren’t connected.   It’s 9-4 Cleveland in the fifth.  https://t.co/2JJqC7KT63
1028,0,"Cesar Hernandez doubles home a run and Jose Ramirez drills a 3-run HR down the RF line that nearly made it to the concourse. Exit velo 106 mph, estimated distance 399 feet on Ramirez's home run, his 17th of the season.   Cleveland's lead extended to 9-2 in the 4th."
1029,0,"It hasn't been smooth sailing at the plate for Bradley Zimmer (.545 OPS the last two weeks), but his RBI single makes it a 3-1 game in the bottom of the second.   And as that's being typed, Austin Hedges hits a two-run HR that scores Zimmer and makes it a 5-1 lead for Cleveland."
1030,0,"Logan Allen will be available out of the bullpen tonight. Tito: ""Hopefully we don't need him and he can start Thursday."""
1031,0,"Franmil Reyes is slated to appear in rehab appearances Tues-Wed-Thurs, and the team's hope is that he could be activated on Saturday."
1032,1,Cleveland has recalled Oscar Mercado and Logan Allen from AAA Columbus. Josh Naylor has been placed on the 10-day IL and Kyle Nelson has been optioned down.
1033,0,Josh Naylor sustained a “closed fracture and dislocation of his right ankle.”  He’ll travel back to Cleveland today and see Dr. Mark Berkowitz later this week to determine the full extent of the injury and a timetable for what’s next.
1034,1,‘You could tell the full dugout was really in shock.’  Cleveland reacts to Josh Naylor’s leg injury —    https://t.co/3y8TNUsCIe
1035,1,"The team is still waiting on more information with Josh Naylor. Manager Terry Francona said they know there's a fracture, but other than that, they need more info. They aren't even sure whether Naylor can travel home with the team yet."
1036,1,"For those who are squeamish and wondering about seeing a replay of Josh Naylor's injury, be advised. He was immediately writhing in pain. That was brutal."
1037,1,"Josh Naylor and Ernie Clement collide in right field, and Naylor is being removed from the field with a cart. Really ugly collision."
1038,0,Zach Plesac threw a 32-pitch bullpen session today with no restrictions/complications.
1039,0,Logan Allen will start tomorrow's game in Minnesota.
1040,0,'I see Rogers in the bullpen. ... I know he's coming to me. But I'm ready. ... I love this moment.'  On Eddie Rosario getting his revenge for MIN intentionally walking Jose Ramirez and J.C. Mejia's recent trend of a rough 1st followed by smooth sailing —   https://t.co/YPn0g5My8r
1041,0,"Cleveland wins it 4-1. Record stands at 41-31. J.C. Mejia with a quality start (6 innings, 1 ER, 4 H, 6 Ks, 96 pitches). Eddie Rosario comes up with the big revenge hit with the go-ahead, 2-run single after Jose Ramirez was intentionally walked."
1042,0,"Twins intentionally walk Jose Ramirez to set up Taylor Rodgers vs. Eddie Rosario, and Rosario sends the first pitch back up the middle for a 2-run, go-ahead single.  Rosario added a bat flip and a quick look to the Twins' dugout after they avoided Ramirez to face him. CLE up 3-1."
1043,1,Austin Hedges has been activated off the concussion IL.   Ryan Lavarnway has been DFA.   Aaron Civale has been placed on the IL.   And Cleveland has selected the contract of RHP Justin Garza.
1044,1,Aaron Civale has been diagnosed with a sprained right middle finger.   He’ll be shut down from throwing for 1-2 weeks and is expected to miss 4-5 weeks.
1045,0,"‘You really can't take pitches off here’  Eli Morgan, armed with a changeup he’s been honing since he stepped foot on Gonzaga’s campus, learned a valuable lesson as Tuesday’s positive outing was derailed in the 6th.   https://t.co/Z3O0VuGaVZ"
1046,0,"Cleveland falls to the Cubs 7-1. Record drops to 40-31. Eli Morgan has a more positive night soured in the sixth, gives up 4 ER and Ks 9."
1047,0,"Eli Morgan with a nice outing ... until the 6th, and it didn't get any better once Nick Sandlin entered.   Morgan handled the Cubs' lineup for much of the night (aside from a Bryant HR) but ends up getting credited with 4 ER on 3 hits/0 BB and 9 Ks. Cubs extend the lead to 5-0."
1048,0,"@patton_matt @Indians Team expects that to be needed, but with Civale being looked at tomorrow, on an off day, the roster move can wait until they have more info."
1049,1,Aaron Civale will see Dr. Graham tomorrow morning. Team will have more details on what he's dealing with at that time. Terry Francona says the team is preparing for Civale needing to miss some time.
1050,1,"“I was like 'Damn, man. Civ of all people.'”  With Aaron Civale exiting Monday night’s game early, Cleveland is somehow, someway dealing with another potential injury/absence with the starting rotation. The team must now hold its collective breath again.   https://t.co/1mK4CcZ0ZW"
1051,0,"@garbagekatt at least nobody is booing you, I hope"
1052,0,@garbagekatt The Show?
1053,1,Cleveland hopes to have Aaron Civale (middle finger) see Dr. Thomas Graham (hand specialist) as quickly as possible as they try to gather as much information as they can before determining the next steps for him/the rotation.
1054,0,"Cleveland wins it 4-0. Record improves to a clean 40-30. CLE now 2 games back of the White Sox in the AL Central.   Aaron Civale throws 4 2/3 scoreless innings but leaves with an apparent injury. Josh Naylor, Bobby Bradley both hit home runs."
1055,0,"Goodness gracious, Cleveland's rotation.   After James Quinlan and Tito come out to check on him, Aaron Civale has left the game after 4 2/3 innings and CLE leading 3-0.   Civale began shaking his hand following a pitch."
1056,0,"Two most hittable pitches of the at-bat might have been Nos. 7 and 8, which were both fouled off, before Naylor drills pitch No. 9 for a two-run HR to give Cleveland a 3-0 lead. Naylor had an .813 OPS over the last week entering tonight.  https://t.co/BwnaruMQNL"
1057,0,"Josh Naylor always gets excited when ⁦⁦⁦@hoynsie⁩ gets his Zoom working and cheers him on.   Naylor was asked what was more exciting: getting a go-ahead RBI or seeing Hoynsie get his Zoom audio working?  Beginning of Naylor’s response: “Pauly D is my guy, bro.”  https://t.co/8HO0gXqi2s"
1058,0,Repost: This week's podcast with @AshleyBastock42  in which we discuss Shane Bieber's injury and the pitching situation before an abstract Progressive Field draft (it ends up being a lot about food because I was so hungry at the time)   https://t.co/sCCiHQV8EO
1059,0,"‘If we're going to be young, we want to be young and getting better’  ‘It's starting to become a better pitch … to get people off the curveball and fastball’  Sam Hentges has been working on his slider for months, finally feels more comfortable with it   https://t.co/3ldkhO85ze"
1060,0,"Cleveland wins it 2-1. Hentges throws 5 scoreless. Karinchak gets the save in the 9th. Harold Ramirez hits a HR, Josh Naylor drives in the go-ahead run."
1061,0,"Worth noting, again, that CLE's schedule during this time came with some give and take.  Give: First 7 games having to fill four rotation spots were against BAL/PIT.   Take: Only one off day between now and the All-Star break, schedule only gets tougher, other roster/lineup Qs."
1062,0,"@RoeblingOn @MeatheadReds @rijo3030 It just felt weird not to include Scott Rolen because that deal was so big, but I agree with that."
1063,0,"@EvanRVice @rijo3030 The Reds were 10 games back at the 2009 deadline, but they were only two games back earlier that July.  Also, it felt weird to not include Scott Rolen as a “win now” trade because of how big that move was for the Reds."
1064,0,"@rijo3030 Over the last 15 years, the Reds biggest “win now” trade deadline acquisitions have been Scott Rolen and Jonathan Broxton.  Right now, Trevor Story is a better player than both of them (at the time the Reds made the trade). Story would help any team that trades for him."
1065,0,What if Eugenio Suárez is about to go on a run?  https://t.co/4ZAbI4LvEl
1066,1,"@Bill23122295 David Bell said yesterday that Moustakas still has some soreness. “He’s still a ways away. He’s not close right now, but he’s progressing. The pain has definitely gotten better. No baseball activity yet."""
1067,0,"@ThomasH58329595 29th in MLB, but over the last 30 days the Reds rank 7th."
1068,0,"@thecincyintake He only had 107 at-bats in his career, and he has made more starts at second base than shortstop.   As a hitter, his baseball savant page is impressive in a small sample size."
1069,0,@Kat_Terrell It’s the best.
1070,0,"Yesterday, I was asked how many shortstops could be available at the deadline.  Here’s a list of all the shortstops who have played at least 40% of their games at that position over the last two seasons.  It’s sorted by OPS, and it’s color coded by how good their team is.  https://t.co/Ck4Rwljx6i"
1071,0,"Ryan Hendrix, Josh Osich and Sean Doolittle all stepped up with scoreless innings to keep the bullpen’s great stretch rolling.  The Reds beat the Royals 6-2 and won their fifth straight game. The Reds are 44-40."
1072,0,"Aristides Aquino has had a really good night: a triple, a 373-foot fly out (106 mph off the bat), a hard ground ball to third (reached base on an error) and a walk."
1073,0,"Eugenio Suárez made an adjustment to relax his hands at the plate, and he had a solid weekend against the Cubs.  Then, the big one against the Royals. A 431-foot bomb to left field to give the Reds a 5-2 lead."
1074,0,Add in another clutch moment to Nick Castellanos' season: a game-tying homer in the seventh on a line drive to left field.
1075,0,"That inning was the first extended look at rookie Alejo Lopez playing second base in MLB, and he made two nice plays in the infield to end the fifth inning.  Reds still tied 1-1."
1076,0,"Vladimir Gutierrez’s slider is as good as I’ve seen it, and it’s been the key to him have six strikeouts through four innings.  Gutierrez has thrown 30 sliders and just 21 fastballs."
1077,0,"Vladimir Gutierrez continues to pitch really well when he’s not facing the Padres.  Through two scoreless innings tonight, he has causes six whiffs on 10 swings with 3 strikeouts."
1078,0,"Tyler Stephenson, batting fourth against a left-handed pitcher, gets the Reds first hit of the game with a double down the left field line.  100 mph off the bat."
1079,0,@maxairhead @700wlw @ChickLudwig Really appreciate it. Thanks for listening.
1080,0,I’m on @700wlw with @ChickLudwig talking Reds.
1081,1,"Jonathan India was scratched from the lineup with right ankle soreness, and he was a part of a tough slide play at second base yesterday."
1082,1,"David Bell said this is a day off for Kyle Farmer, who is dealing with some “bumps and bruises.”  “Hopefully he can get those little minor things healed up and be back in there tomorrow.”"
1083,0,"@BrettBibbinsKSR I haven’t seen India take any practice reps at shortstop, unlike a few other players on the roster."
1084,0,"@ericstreight I haven’t seen India take any reps at shortstop in warmups to this point. Farmer, Lopez, Suárez and Freeman have practiced there."
1085,0,"No Kyle Farmer in the lineup today (he has started in 24 of the last 25 games). The Reds are facing a left-handed starter, and Mike Freeman is left-handed.   Suárez is the only other experienced shortstop on the roster right now, and he’s back at that position."
1086,0,This is one of the Reds more interesting lineups recently.   Eugenio Suárez makes his second start at shortstop since May 18. Alejo Lopez is at third.
1087,1,Michael Lorenzen continues his progression toward returning to the Reds.
1088,0,"@downwithskynet I really appreciate it Roland, thanks for following along."
1089,0,"Tyler Naquin got his starts early in the season because of other outfielders' sore shoulders, stomach bugs and suspensions.  Here's how Naquin used those opportunities to become the Reds starting center fielder.   https://t.co/FM77uPjS2z"
1090,0,Reds shortstop prospect Jose Barrero is heading to the Futures Game.  He has been hitting well in the Minors all season.
1091,0,What we learned this weekend about Joey Votto and the future of the Reds.  https://t.co/3JuWvm5baI
1092,0,Here's the snap count with the Bengals for every defensive tackle on the roster.  This group of players has played with the Bengals about a season-and-a-half worth of snaps for a single defensive tackle.  https://t.co/eZQVuEtHj5
1093,0,There has been as much change on the Bengals at defensive tackle as there has been at any other position.   How will that new group look in 2021?   https://t.co/nCK1AZe5cJ
1094,0,David Bell on Jonathan India: “He seems to be fine. That seems to be the case a lot of the time with Jon. He wants to play. He’s tough.”
1095,0,It’s going to be a much bigger jump than this. The 16.2 percent didn’t account for today’s Reds win or today’s Brewers loss.  This was one of the biggest July weekends at GABP in a while.
1096,0,"When the Reds swept the Cardinals in early June, their playoff odds via Baseball Reference went from 4.6% to 8.2%.  This sweep of the Cubs was bigger. The Reds playoff odds climbed from 10.7% to at least 16.2% (the numbers aren’t updated yet) after beating the Cubs three times."
1097,0,"Brad Brach said he couldn’t stop smiling when on Thursday after he retired the middle of the Padres lineup as the Reds won the game.  Then in this series against the Cubs, he has retired the heart of the Cubs order twice in the eighth inning of a one-run game."
1098,0,"Javier Baez forced the ball loose with his slide at second base, so the eighth inning isn’t over yet.  Jonathan India stays in the game after being shaken up on the slide."
1099,0,"Facing a left-handed pitcher, Jesse Winker gets the job done with a 90-foot fielder’s choice that scored the runner from third.  And now a left-handed Cubs reliever faces Nick Castellanos."
1100,0,"This has ended up being very relevant.   Farmer and India were both plunked here in the seventh, and India’s hit-by-pitch ties the score at 2."
1101,0,"With a runner on first, David Bell pulls Wade Miley (91 pitches) with two outs in the seventh and Kris Bryant up.  Bryant has a hit today and a .344 average against lefties. Right-handed reliever Art Warren enters the game."
1102,0,"Aside from Jesse Winker’s double off the chair in Arizona, that 400-foot fly out by Joey Votto to the deepest part of the ball park was closest fly out to a home run that I’ve seen this year."
1103,0,"Even though Wade Miley has allowed eight hits (his second-most of the year), he’s still only at 65 pitches through five innings.  The Cubs lead the Reds 2-1 in the fifth, and it could be another long start for Miley."
1104,0,"This is the best that the Reds infield defense has looked this year.  I already mentioned what David Bell was seeing from Suárez, there was Joey Votto’s play yesterday, Kyle Farmer has spoken about his increased playmaking at short and Jonathan India is a standout at second base."
1105,0,"Another aggressive send at third base leads to a run.  On an RBI double to left field by Tucker Barnhart, Kyle Farmer scored from first and beat the throw home."
