,injury_report,tweet,data_cleaned
1185,0,Ohtani -- on his birthday -- can get the Angels back in this with one swing of the bat.,Ohtani birthday get Angels back one swing bat
1186,0,"In-game reading: Alex Cora, like the rest of us is ""in awe"" of Shohei Ohtani.  ""This is something MLB hasn’t seen since Babe Ruth.""   https://t.co/8A9s4CWIaE",Ingame reading Alex Cora like rest us awe Shohei Ohtani This something MLB seen since Babe Ruth httpstcoAsCWIaE
1187,1,Marwin Gonzalez left with right hamstring tightness.,Marwin Gonzalez left right hamstring tightness
1188,0,Rafael Devers homers and flips his bat. It's 4-1 in the fourth.,Rafael Devers homers flips bat Its fourth
1189,0,Awaiting word from Red Sox on why Marwin left...,Awaiting word Red Sox Marwin left
1190,0,Marwin Gonzalez is out of the game... Danny Santana replaces him in left field.,Marwin Gonzalez game Danny Santana replaces left field
1191,0,Devers RBI single makes it 2-0.,Devers RBI single makes
1192,0,@FabianArdaya This was worse than I could have even imagined,FabianArdaya This worse I could even imagined
1193,1,Christian Arroyo welcomes himself back from the IL with a solo homer and the Sox lead 1-0.,Christian Arroyo welcomes back IL solo homer Sox lead
1194,0,@RySheeds No idea actually,RySheeds No idea actually
1195,0,@RySheeds Yes my bad,RySheeds Yes bad
1196,0,@JoeyWright10 No I'm just a moron,JoeyWright No I moron
1197,0,(I forgot about Kiké Hernández's homer in Oakland and tweeted that this didn't end up mattering. Guess Kiké didn't get a ride... anyway that tweet is deleted.),I forgot Kiké Hernándezs homer Oakland tweeted end mattering Guess Kiké get ride anyway tweet deleted
1198,0,"@Steve_Perrault @HarwichMariners @OfficialCCBL This guy, he just gets it",StevePerrault HarwichMariners OfficialCCBL This guy gets
1199,0,@jmoran8996 Yeah need to get to those for sure. Passed Oracle the other day in an Uber but they were away,jmoran Yeah need get sure Passed Oracle day Uber away
1200,0,"@BenVerlander The AL one is for Thomas the Tank Engine fans: ""I Can""  The NL one is for secret AL fans and guys named Al.  Try to keep up Ben",BenVerlander The AL one Thomas Tank Engine fans I Can The NL one secret AL fans guys named Al Try keep Ben
1201,0,@QuinnRiley_BSW Don't think they're out here actually.,QuinnRileyBSW Dont think actually
1202,0,Ohtani.,Ohtani
1203,1,"Red Sox make the move official: Arroyo activated, Chavis optioned.  And another one: Eduard Bazardo goes to the 60-day IL. That clears a 40-man spot.",Red Sox make move official Arroyo activated Chavis optioned And another one Eduard Bazardo goes day IL That clears man spot
1204,0,@QuinnRiley_BSW Watertown MA!,QuinnRileyBSW Watertown MA
1205,0,@FabianArdaya I heard that's a real treat,FabianArdaya I heard real treat
1206,0, https://t.co/ysPmmkR6to,httpstcoysPmmkRto
1207,0,Ballpark No. 20/30. (Yes the press box is out here for some reason.)  https://t.co/kD1EIcQpei,Ballpark No Yes press box reason httpstcokDEIcQpei
1208,0,Here's how the Red Sox will line up Monday night in the opener of a three-game series against the Angels:   https://t.co/HJY3dMGMMZ,Heres Red Sox line Monday night opener threegame series Angels httpstcoHJYdMGMMZ
1209,0,No Verdugo tonight.,No Verdugo tonight
1210,0,"Alex Cora on Ohtani: ""I'm actually in awe.""",Alex Cora Ohtani I actually awe
1211,1,The Red Sox will activate Christian Arroyo off the IL and send Michael Chavis back to the WooSox before tonight's game:   https://t.co/C5mqEsgX70,The Red Sox activate Christian Arroyo IL send Michael Chavis back WooSox tonights game httpstcoCmqEsgX
1212,0,"Red Sox optioning Michael Chavis back to Worcester to make room for Christian Arroyo today, I’m told.",Red Sox optioning Michael Chavis back Worcester make room Christian Arroyo today I told
1213,0,Arroyo should be activated,Arroyo activated
1214,0,The Red Sox will have a front row seat for the Shohei Ohtani show for the next three days in Anaheim. Here's a series preview:   https://t.co/RCfnsGxypx,The Red Sox front row seat Shohei Ohtani show next three days Anaheim Heres series preview httpstcoRCfnsGxypx
1215,0,Sunday was Nick Pivetta's day at Oakland Coliseum:   https://t.co/3FQefouv4r,Sunday Nick Pivettas day Oakland Coliseum httpstcoFQefouvr
1216,0,"Red Sox 1, Athletics 0. Sox come away with 2 of 3 in a highly competitive series in Oakland.  Nick Pivetta had himself a day:   https://t.co/D1z9YKOtPZ",Red Sox Athletics Sox come away highly competitive series Oakland Nick Pivetta day httpstcoDzYKOtPZ
1217,0,"Barnes in some trouble... Two men on, one out.",Barnes trouble Two men one
1218,0,"Newly minted All-Star Matt Barnes has the 9th in a 1-0 game.  Olson, Chapman, Lowrie due for the A's.",Newly minted AllStar Matt Barnes th game Olson Chapman Lowrie due As
1219,0,@mattymatty2000 Can I guess what happens next?,mattymatty Can I guess happens next
1220,0,"With a runner on second in a 1-0 game... Marwin Gonzalez is hitting and Danny Santana is on deck. Bogaerts and Renfroe available on the bench.  When they rest guys, they really rest guys.",With runner second game Marwin Gonzalez hitting Danny Santana deck Bogaerts Renfroe available bench When rest guys really rest guys
1221,0,Red Sox have a chance to add on as Devers leads off the ninth with a double.,Red Sox chance add Devers leads ninth double
1222,0,Adam...,Adam
1223,0,"With Adan Ottavino unavailable, it's Garrett Whitlock for the 8th inning in a 1-0 game.  Nick Pivetta: 7 IP, 2 H, 0 R, 2 BB, 10 K.  101 pitches, 65 strikes.  4.09 ERA.",With Adan Ottavino unavailable Garrett Whitlock th inning game Nick Pivetta IP H R BB K pitches strikes ERA
1224,0,Beautiful July 4 here.  https://t.co/K1BbDseg6F,Beautiful July httpstcoKBbDsegF
1225,0,"Nathan Eovaldi is a first-time All-Star in his 10th MLB season:  ""I’m kind of at a loss for words. I’m very excited and I’m very honored to be in this situation.""   https://t.co/nttZgJa0ba",Nathan Eovaldi firsttime AllStar th MLB season I kind loss words I excited I honored situation httpstconttZgJaba
1226,0,"Matt Barnes says being named a first-time All-Star was a ""wild moment.""  ""I knew there was a chance but you’re never really certain.""  Barnes' full thoughts:   https://t.co/qLG5rsfrSs",Matt Barnes says named firsttime AllStar wild moment I knew chance never really certain Barnes full thoughts httpstcoqLGrsfrSs
1227,0,"All of our All-Star coverage at MassLive...  Three Red Sox -- Barnes, Eovaldi and Martinez -- will join Bogaerts and Devers in Denver. Full story:   https://t.co/hxxsweqBv0",All AllStar coverage MassLive Three Red Sox Barnes Eovaldi Martinez join Bogaerts Devers Denver Full story httpstcohxxsweqBv
1228,0,"J.D. Martinez is an All-Star again.  The Red Sox are sending 5 players to Denver: Xander Bogaerts, Rafael Devers, J.D. Martinez, Matt Barnes and Nathan Eovaldi.",JD Martinez AllStar The Red Sox sending players Denver Xander Bogaerts Rafael Devers JD Martinez Matt Barnes Nathan Eovaldi
1229,0,Matt Barnes is a first-time All-Star.,Matt Barnes firsttime AllStar
1230,0,Nathan Eovaldi is a first-time All-Star.,Nathan Eovaldi firsttime AllStar
1231,0,Devers grounds into a double play and Verdugo scores. Sox take a 1-0 lead in the sixth.,Devers grounds double play Verdugo scores Sox take lead sixth
1232,0,63 pitches through an efficient five innings for Nick Pivetta today.,pitches efficient five innings Nick Pivetta today
1233,0,@SlimCliffy Damn straight,SlimCliffy Damn straight
1234,0,"Baseball writers trying to work ""fireworks"" into their game story ledes today...  https://t.co/I7YQiQkWlD",Baseball writers trying work fireworks game story ledes today httpstcoIYQiQkWlD
1235,0,Xander Bogaerts and Hunter Renfroe are both out of the lineup for Sunday's rubber game in Oakland. Sox-A's lineups:   https://t.co/O26YcpUzRI,Xander Bogaerts Hunter Renfroe lineup Sundays rubber game Oakland SoxAs lineups httpstcoOYcpUzRI
1236,0,"Christian Arroyo will join the Red Sox tomorrow in Anaheim, Cora says.",Christian Arroyo join Red Sox tomorrow Anaheim Cora says
1237,0,"Red Sox vs. A’s today:  Hernández CF, Verdugo RF, Martinez DH, Devers 3B, Vázquez C, González SS, Santana LF, Dalbec 1B, Chavis 2B",Red Sox vs A today Hernández CF Verdugo RF Martinez DH Devers B Vázquez C González SS Santana LF Dalbec B Chavis B
1238,0,Hm.  https://t.co/YylRnA4tHW,Hm httpstcoYylRnAtHW
1239,0,"Whitlock is on a strict plan, went 2 innings yesterday  Barnes had pitched 4 of the last 5 games",Whitlock strict plan went innings yesterday Barnes pitched last games
1240,0,Translation: Barnes and Whitlock were totally unavailable.,Translation Barnes Whitlock totally unavailable
1241,0,@megglennn @TommyKeavy It is,megglennn TommyKeavy It
1242,0,"It was either him or Marwin Gonzalez at that point, so",It either Marwin Gonzalez point
1243,0,"Alex Cora: ""It was a crazy game. If you guys want, we can go through every play... but it was a crazy game and they ended up winning.""",Alex Cora It crazy game If guys want go every play crazy game ended winning
1244,0,"Red Sox lose, 7-6... and that's the end of the winning streak, too.   https://t.co/ZNRmZ1XCIU",Red Sox lose end winning streak httpstcoZNRmZXCIU
1245,0,"Red Sox lose, 7-6. That's a crusher.",Red Sox lose Thats crusher
1246,0,Lowrie ties it with an RBI double.,Lowrie ties RBI double
1247,0,"@pat_clancy16 No one else down there, yes",patclancy No one else yes
1248,0,Did my parents make a new burner?,Did parents make new burner
1249,0,"Oh, look -- the A's have the tying run on third.",Oh look As tying run third
1250,0,Matt Andriese on to protect a 2-run lead.,Matt Andriese protect run lead
1251,0,Kiké Hernández adds some insurance. 6-4.,Kiké Hernández adds insurance
1252,0,Marwin Gonzalez RBI single makes it 5-4.,Marwin Gonzalez RBI single makes
1253,0,Runners on the corners and one out for Marwin Gonzalez.,Runners corners one Marwin Gonzalez
1254,0,No one wants to win this game.,No one wants win game
1255,0,@Steve_Perrault Arguably the worst play in baseball history,StevePerrault Arguably worst play baseball history
1256,0,Mark Kotsay is having a bad 24 hours.,Mark Kotsay bad hours
1257,0,"Kiké Hernández yesterday, J.D. Martinez today. Wow.",Kiké Hernández yesterday JD Martinez today Wow
1258,0,"Do not understand the send decision there with Santana. Anyway, a hell of a couple innings for Sean Murphy.  Brandon Workman has the 10th for the Sox.",Do understand send decision Santana Anyway hell couple innings Sean Murphy Brandon Workman th Sox
1259,0,Extra innings in Oakland. I feel like I've heard that before.,Extra innings Oakland I feel like I heard
1260,0,Ottavino has the 9th. Chapman / Schwindel / Laureano due.,Ottavino th Chapman Schwindel Laureano due
1261,0,"Whitlock almost certainly unavailable, yeah",Whitlock almost certainly unavailable yeah
1262,0,this page not found message on the @HoustonDynamo website is incredible  https://t.co/LFpAJAjgOi,page found message HoustonDynamo website incredible httpstcoLFpAJAjgOi
1263,0,@JoanNiesen this was just 🤌,JoanNiesen
1264,0,@RAM72STW  https://t.co/XGSh8cvThY,RAMSTW httpstcoXGShcvThY
1265,0,"@bdriesdm (hope you’re well, Bill!)",bdriesdm hope well Bill
1266,0,@bdriesdm sir this is a Wendy’s,bdriesdm sir Wendy
1267,0,i can tell i’m back in Houston because i just got eaten alive by mosquitoes while waiting for breakfast tacos from my favorite truck. couldn’t be happier,tell back Houston got eaten alive mosquitoes waiting breakfast tacos favorite truck happier
1268,0,big mood  https://t.co/DrAFNBGNhu,big mood httpstcoDrAFNBGNhu
1269,0,IT HAPPENED AGAIN,IT HAPPENED AGAIN
1270,0,"Some non-food related musings from the Astros’ trip to Cleveland:   - Robel García doesn't mind pitching in for Astros  https://t.co/UqotoTh5iK - For Astros' Zack Greinke, these are groovy times  https://t.co/Q7SV15BtiE",Some nonfood related musings Astros trip Cleveland Robel García mind pitching Astros httpstcoUqotoThiK For Astros Zack Greinke groovy times httpstcoQSVBtiE
1271,0,hello I wrote this while semi-delirious on a plane so plz read,hello I wrote semidelirious plane plz read
1272,0,"Garrett Stubbs was optioned back to Sugar Land today, but he’s making the most of his intermittent stints with the Astros    https://t.co/WOmLOnM1Sx",Garrett Stubbs optioned back Sugar Land today making intermittent stints Astros httpstcoWOmLOnMSx
1273,0,update I woke him up and he looked slightly grouchy but came back from the bathroom and he’s happily watching King of Queens on his phone so all good,update I woke looked slightly grouchy came back bathroom happily watching King Queens phone good
1274,0,what does one do if you’re in the window seat on a flight and drank too much coffee and really need to use the bathroom but the guy in the middle seat next to you is FAST ASLEEP,one window seat flight drank much coffee really need use bathroom guy middle seat next FAST ASLEEP
1275,0,"@emmacaustin Good luck, Emma!",emmacaustin Good luck Emma
1276,0,"@HowardAgnew Appreciate you reading, Howard!",HowardAgnew Appreciate reading Howard
1277,0,@qnjastros Yep that’s one!,qnjastros Yep one
1278,0,"Hope everyone had a good July 4th! Whole lotta Astros stuff happened:  - Altuve, Correa, Brantley, Pressly chosen as All-Star reserves  https://t.co/PlGTHVGeAQ - Astros sweep Indians with extra-innings win  https://t.co/AHtD7VIf73 - Stros pitching shines  https://t.co/RwESZAvGK8",Hope everyone good July th Whole lotta Astros stuff happened Altuve Correa Brantley Pressly chosen AllStar reserves httpstcoPlGTHVGeAQ Astros sweep Indians extrainnings win httpstcoAHtDVIf Stros pitching shines httpstcoRwESZAvGK
1279,0,I see Houston is just as I left it,I see Houston I left
1280,0,"@ATXMichaelMason Appreciate that, Michael. Holidays don't exist for sportswriters.",ATXMichaelMason Appreciate Michael Holidays exist sportswriters
1281,0,"NEW: Houston racked up 13 runs in the first two games of the Cleveland series, but the offense cooled for the latter half. The pitching never did.   How pitching helped the Astros earn a sweep on the road:  https://t.co/RwESZAe5SA",NEW Houston racked runs first two games Cleveland series offense cooled latter half The pitching never How pitching helped Astros earn sweep road httpstcoRwESZAeSA
1282,0,"Dusty Baker called Zack Greinke ""masterful.""   “Greinke was dealing. I wanted to go with him as long as we could. … This guy, he has saved us. I think he has over 100 and something innings which is pretty remarkable and shows you what kind of shape he’s in.”",Dusty Baker called Zack Greinke masterful Greinke dealing I wanted go long could This guy saved us I think something innings pretty remarkable shows kind shape
1283,0,Astros sweep Indians with extra innings win   (see if you can spot the three Jonas Brothers references)  https://t.co/wSfqgLkCzc,Astros sweep Indians extra innings win see spot three Jonas Brothers references httpstcowSfqgLkCzc
1284,0,"Chas McCormick: "" I wanna give credit to the pitchers, the starters and the bullpen. They’ve done a hell of a job this series.""",Chas McCormick I wan na give credit pitchers starters bullpen They done hell job series
1285,0,"Zack Greinke on this play: ""If it was me making it you might have the tendency to hesitate because you dont know where the runner’s gonna be. I’m guessing Castro or some of the guys were telling him to throw to second.""",Zack Greinke play If making might tendency hesitate dont know runner gon na I guessing Castro guys telling throw second
1286,0,"And that's the ballgame, folks.   FINAL (10): Astros 4, Indians 3",And ballgame folks FINAL Astros Indians
1287,0,It'll be Brooks Raley for the 10th.,Itll Brooks Raley th
1288,0,"After Myles Straw is tagged out on the base paths, a throwing error by the Indians allows Yuli Gurriel to score and put the Astros ahead 4-3 with two outs.",After Myles Straw tagged base paths throwing error Indians allows Yuli Gurriel score put Astros ahead two outs
1289,0,Brooks Raley is warming now,Brooks Raley warming
1290,0,Myles Straw will begin the 10th inning on second base for Houston.,Myles Straw begin th inning second base Houston
1291,0,"Extras, here we come",Extras come
1292,0,Andre Scrubb is warming for the Astros,Andre Scrubb warming Astros
1293,0,"Astros go down in order in the top of the ninth. If Taylor can throw a scoreless frame, we'll be headed to extras.",Astros go order top ninth If Taylor throw scoreless frame headed extras
1294,0,Zack Greinke's day is done after 7 2/3 innings and 100 pitches.,Zack Greinkes day done innings pitches
1295,0,We have a tie game again in the bottom of the eighth as Cesar Hernandez belts a first-pitch HR to right field.,We tie game bottom eighth Cesar Hernandez belts firstpitch HR right field
1296,0,Blake Taylor is warming,Blake Taylor warming
1297,0,@GregRajan can confirm she is not,GregRajan confirm
1298,0,Greinke will have the eighth,Greinke eighth
1299,0,That was a nasty slider from Bryan Shaw to get Correa called out on strikes.,That nasty slider Bryan Shaw get Correa called strikes
1300,0,Update: I am up to three Jonas Bros references,Update I three Jonas Bros references
1301,0,Eddie Rosario lifts a solo home run just over Chas McCormick's glove onto the top of the outfield wall to cut Houston's lead to 3-2,Eddie Rosario lifts solo home run Chas McCormicks glove onto top outfield wall cut Houstons lead
1302,0,Chas McCormick wants all the RBIs today. He bashes a two-run homer for the go-ahead runs. Astros have a 3-1 lead,Chas McCormick wants RBIs today He bashes tworun homer goahead runs Astros lead
1303,0,Greinke allows one run to score in the fifth. It's a tie game to start the sixth inning,Greinke allows one run score fifth Its tie game start sixth inning
1304,0,Cleveland has a runner in scoring position for the first time today. Greinke has allowed the first three batters to reach in the fifth and the bases are loaded with no outs.,Cleveland runner scoring position first time today Greinke allowed first three batters reach fifth bases loaded outs
1305,0,"Through four innings, the Astros have a 1-0 lead over the Indians thanks to Chas McCormick's RBI single.",Through four innings Astros lead Indians thanks Chas McCormicks RBI single
1306,0,"Nick Jonas is at the Astros-Indians game, per his Instagram story. I am assuming this gives me license to work some Jonas Brothers lyrics into my gamer.",Nick Jonas AstrosIndians game per Instagram story I assuming gives license work Jonas Brothers lyrics gamer
1307,0,Zack Greinke has fanned six of the 10 batters he's faced through three scoreless innings. Pitch count at 43 (30 strikes).,Zack Greinke fanned six batters faced three scoreless innings Pitch count strikes
1308,0,"This is shameful for ESPN and Nichols. While I'd love to see Maria Taylor's contract renewed, she deserves to be treated better than she has been.",This shameful ESPN Nichols While I would love see Maria Taylors contract renewed deserves treated better
1309,0,It’s another gorgeous day in Cleveland and we’re underway as the Astros go for the sweep  https://t.co/QP05Fdc27I,It another gorgeous day Cleveland underway Astros go sweep httpstcoQPFdcI
1310,0,This is an awesome story.,This awesome story
1311,1,Dusty Baker said Brantley (right side discomfort) is day-to-day and Tucker (back) is improving. They'll hit in the cages this morning and be assessed after. Baker is hopeful they'll be back Tuesday.,Dusty Baker said Brantley right side discomfort daytoday Tucker back improving Theyll hit cages morning assessed Baker hopeful back Tuesday
1312,0,Michael Brantley and Kyle Tucker still out of the lineup for today's Astros-Indians finale.  Altuve -2b Straw -cf Gurriel - 1b Correa -ss  Castro -c McCormick-rf Toro - 3b Jones -lf Garcia -dh  RHP Zack Greinke,Michael Brantley Kyle Tucker still lineup todays AstrosIndians finale Altuve b Straw cf Gurriel b Correa ss Castro c McCormickrf Toro b Jones lf Garcia dh RHP Zack Greinke
1313,0,Josh James is scheduled to make his first Triple-A rehab appearance in Sugar Land tonight. Joe Smith and Austin Pruitt will also pitch.,Josh James scheduled make first TripleA rehab appearance Sugar Land tonight Joe Smith Austin Pruitt also pitch
1314,0,Astros' ragtag lineup gets past Indians  https://t.co/uRCcH52a4R,Astros ragtag lineup gets past Indians httpstcouRCcHaR
1315,0,"Carlos Correa: ""I didn't feel shorthanded at all. I feel like the young guys coming in are putting in the work.""",Carlos Correa I feel shorthanded I feel like young guys coming putting work
1316,0,Abraham Toro credited Jose Altuve with giving some advice that helped him hit his home run. Altuve told him after his first AB that he was dropping his shoulder too much.,Abraham Toro credited Jose Altuve giving advice helped hit home run Altuve told first AB dropping shoulder much
1317,0,"FINAL: Astros 3, Indians 2",FINAL Astros Indians
1318,0,Ryan Pressly will be charged with protecting a one-run lead in the ninth,Ryan Pressly charged protecting onerun lead ninth
1319,0,"Cristian Javier will have the eighth (and probably the ninth, because who else do they have available lol)",Cristian Javier eighth probably ninth else available lol
1320,0,Cristian Javier is warming,Cristian Javier warming
1321,0,Stanek was pumped after that one,Stanek pumped one
1322,0,Taylor Jones couldn't reach Ramirez's line drive in left field and the Indians have cut the Astros' lead to 3-2,Taylor Jones could reach Ramirezs line drive left field Indians cut Astros lead
1323,0,Odorizzi gives up a double on his third pitch of the seventh inning and Ryne Stanek is warming.   That pitch was a straight meatball.,Odorizzi gives double third pitch seventh inning Ryne Stanek warming That pitch straight meatball
1324,0,"That had to hurt, Bobby Bradley",That hurt Bobby Bradley
1325,0,Jake Odorizzi has thrown a season-high six innings on 85 pitches,Jake Odorizzi thrown seasonhigh six innings pitches
1326,0,The Astros are still holding a 3-1 lead through six innings,The Astros still holding lead six innings
1327,0,Heads up play by Jake Odorizzi and Robel García to get the final out on the base paths.,Heads play Jake Odorizzi Robel García get final base paths
1328,0,"Well, Toro just made an error that allowed Harold Ramirez to reach and put two on with one out.",Well Toro made error allowed Harold Ramirez reach put two one
1329,0,"In 13 games since being recalled from Triple A on June 16 (after Alex Bregman's injury), Toro is hitting .273 (12 for 44) with two HR, 13 RBIs and a .774 OPS",In games since recalled Triple A June Alex Bregmans injury Toro hitting two HR RBIs OPS
1330,0,"Carlos Correa's HR: 397 feet, exit velocity 104.4 mph  Abraham Toro's HR: 373 feet, exit velocity 109 mph",Carlos Correas HR feet exit velocity mph Abraham Toros HR feet exit velocity mph
1331,0,"Abraham Toro pounces on the first pitch for a solo bomb to right field, his third home run of the season.",Abraham Toro pounces first pitch solo bomb right field third home run season
1332,0,"andddddd Correa sends a solo home run into the left field stands, then cups his ear while rounding third base as the crowd boos him",andddddd Correa sends solo home run left field stands cups ear rounding third base crowd boos
1333,0,Someone in the crowd behind home plate is making repeated banging sounds while Carlos Correa is at bat.,Someone crowd behind home plate making repeated banging sounds Carlos Correa bat
1334,0,@BourbonSooners yeah it's kinda my job,BourbonSooners yeah kinda job
1335,0,The sky is pretty  https://t.co/Y7owLOQfSz,The sky pretty httpstcoYowLOQfSz
1336,0,"@PBrennanENQ Damn, why're you there when I'm on the road 😩",PBrennanENQ Damn whyre I road
1337,0,Correa gets things rolling with an RBI single. Three of Houston's first four batters today have reached.,Correa gets things rolling RBI single Three Houstons first four batters today reached
1338,0,Myles Straw hit the first pitch he saw for a leadoff double,Myles Straw hit first pitch saw leadoff double
1339,0,"@TheAmandaRoast In Odorizzi's eight starts before tonight, Castro has caught him five times and Stubbs three times. So Stubbs has caught Odorizzi for the majority of his four starts at catcher, and he said that consistently helps him behind the plate.",TheAmandaRoast In Odorizzis eight starts tonight Castro caught five times Stubbs three times So Stubbs caught Odorizzi majority four starts catcher said consistently helps behind plate
1340,0,Story on Brantley's late scratch  https://t.co/kRthNcZYKU,Story Brantleys late scratch httpstcokRthNcZYKU
1341,0,Altuve had already been told he was off today so he didn't throw or hit during BP. My guess is Baker thought switching his off day last minute from today to tomorrow would leave him ill-prepared.,Altuve already told today throw hit BP My guess Baker thought switching day last minute today tomorrow would leave illprepared
1342,0,The Astros are playing with no bench tonight in Cleveland.   To summarize:  - Martín Maldonado on bereavement leave  - Yordan Alvarez on paternity leave  - Kyle Tucker has back spasms (could pinch hit maybe?) - Michael Brantley out (right side discomfort) - Jose Altuve rest day,The Astros playing bench tonight Cleveland To summarize Martín Maldonado bereavement leave Yordan Alvarez paternity leave Kyle Tucker back spasms could pinch hit maybe Michael Brantley right side discomfort Jose Altuve rest day
1343,1,The Astros have activated RHP Enoli Paredes off the 10-day IL and optioned him to Triple A Sugar Land,The Astros activated RHP Enoli Paredes day IL optioned Triple A Sugar Land
1344,1,"For the second day in a row, we have a late scratch from the Astros lineup. Michael Brantley is out with right side discomfort, per the team.   New lineup:  Straw - cf McCormick - rf Gurriel - 1b  Correa - ss  Castro - dh  Toro - 3b  Jones - lf  Stubbs - c Garcia - 2b",For second day row late scratch Astros lineup Michael Brantley right side discomfort per team New lineup Straw cf McCormick rf Gurriel b Correa ss Castro dh Toro b Jones lf Stubbs c Garcia b
1345,0,Aledmys Díaz hit off the tee for the first time today as he progresses toward a return  https://t.co/ibyciuIYsy,Aledmys Díaz hit tee first time today progresses toward return httpstcoibyciuIYsy
1346,0,Jose Altuve and Kyle Tucker out of Astros lineup vs. Indians  https://t.co/7uaNAI6KQ1,Jose Altuve Kyle Tucker Astros lineup vs Indians httpstcouaNAIKQ
1347,1,"@BillyGibula Altuve is rest. Tucker is out of precaution after back spasms yesterday. And yes, Baker stated before this series that he planned to regularly rest starters.  https://t.co/7uaNAI6KQ1",BillyGibula Altuve rest Tucker precaution back spasms yesterday And yes Baker stated series planned regularly rest starters httpstcouaNAIKQ
1348,0,Astros lineup Saturday vs. Indians:   McCormick - rf  Brantley - lf  Gurriel - 1b Correa - ss  Castro - dh  Toro - 3b Straw - cf  Stubbs - c Garcia - 2b   RHP Jake Odorizzi,Astros lineup Saturday vs Indians McCormick rf Brantley lf Gurriel b Correa ss Castro dh Toro b Straw cf Stubbs c Garcia b RHP Jake Odorizzi
1349,0,"Kyle Tucker is doing much better today but will not be available to start, Dusty Baker says. He might be able to pinch hit today/tomorrow but it's a fluid situation.   Maldonado might not return until Tuesday.",Kyle Tucker much better today available start Dusty Baker says He might able pinch hit todaytomorrow fluid situation Maldonado might return Tuesday
1350,0,"Getting Pérez back behind the plate should help the Indians' young pitching staff. Tonight, Eli Morgan will be the third consecutive rookie to start against the Astros this series.",Getting Pérez back behind plate help Indians young pitching staff Tonight Eli Morgan third consecutive rookie start Astros series
1351,0,"Jose Altuve will get a day off tonight for the Astros. Dusty Baker has been resting a regular starter each day of this series. Thursday was Correa, Friday was Gurriel, today is Altuve's turn.",Jose Altuve get day tonight Astros Dusty Baker resting regular starter day series Thursday Correa Friday Gurriel today Altuves turn
1352,1,"Bryan Abreu went one scoreless inning with one strikeout in Sugar Land last night. He'll pitch again tonight. Enoli Paredes made his second rehab appearance in Sugar Land last night, working one scoreless inning. Both retired the side in order.",Bryan Abreu went one scoreless inning one strikeout Sugar Land last night Hell pitch tonight Enoli Paredes made second rehab appearance Sugar Land last night working one scoreless inning Both retired side order
1353,0,From last night:   - short handed Astros roll past Indians Astros roll past Indians despite shorthanded lineup  https://t.co/wfcDYphu9M  - Blake Taylor and his game-saving slider Astros insider: Blake Taylor and the game-saving slider  https://t.co/4abilg4jAu,From last night short handed Astros roll past Indians Astros roll past Indians despite shorthanded lineup httpstcowfcDYphuM Blake Taylor gamesaving slider Astros insider Blake Taylor gamesaving slider httpstcoabilgjAu
1354,0,"Blake Taylor on the slider he threw for the third strike on Harold Ramirez to close the eighth: ""I told myself this is gonna be the best slider I’ve thrown in my career.""  He said he thinks it was.",Blake Taylor slider threw third strike Harold Ramirez close eighth I told gon na best slider I thrown career He said thinks
1355,0,"FINAL: Astros 6, Indians 3",FINAL Astros Indians
1356,0,Ryan Pressly will have the ninth,Ryan Pressly ninth
1357,0,What a big strikeout for Blake Taylor.,What big strikeout Blake Taylor
1358,0,Idk why Correa didn't throw to second on that play,Idk Correa throw second play
1359,0,"Brent Strom is out to visit with Blake Taylor as he attempts to procure the final out in the eighth with two runners on. Meanwhile, Ralph Garza Jr. is warming.",Brent Strom visit Blake Taylor attempts procure final eighth two runners Meanwhile Ralph Garza Jr warming
1360,0,Blake Taylor is warming for the Astros,Blake Taylor warming Astros
1361,0,Ryne Stanek is warming now,Ryne Stanek warming
1362,0,ICYMI: Column from last week on the success of Jacob deGrom’s season and how the delirious fanfare that’s surrounding him still doesn’t hold a candle to what he’s doing this year ➡️  https://t.co/AocjE7dbWl,ICYMI Column last week success Jacob deGrom season delirious fanfare surrounding still hold candle year httpstcoAocjEdbWl
1363,0,"Zack Scott calls possible Noah Syndergaard, Carlos Carrasco returns ‘a bonus’ in rotation plans as trade deadline looms, the GM’s view on ‘untouchable’ prospects and more:   https://t.co/9Zm9N5QHmz",Zack Scott calls possible Noah Syndergaard Carlos Carrasco returns bonus rotation plans trade deadline looms GM view untouchable prospects httpstcoZmNQHmz
1364,0,"Mets acting GM Zack Scott: ""If we look at ourselves in the whole picture of the National League, the goal is to win your division, get to the postseason and, given especially the top of the rotation and our bullpen, I think we’ve got as good a chance as anyone once we get there.""",Mets acting GM Zack Scott If look whole picture National League goal win division get postseason given especially top rotation bullpen I think got good chance anyone get
1365,0,"Mets are thinking of Robert Stock or Nick Tropeano to start Wednesday against the Brewers. Luis Rojas seemed to lean toward Stock, whom the Mets acquired last month from the Cubs.",Mets thinking Robert Stock Nick Tropeano start Wednesday Brewers Luis Rojas seemed lean toward Stock Mets acquired last month Cubs
1366,1,Luis Rojas said activities like this fielding practice and bullpen sessions are Carrasco’s final steps before he goes on a rehab assignment. Rojas again mentioned end of July as a timeline for Carrasco to join the Mets.,Luis Rojas said activities like fielding practice bullpen sessions Carrasco final steps goes rehab assignment Rojas mentioned end July timeline Carrasco join Mets
